Rk,Player,Nation,Position,Squad,Age,Born,90s,Goals,PK,PKatt,Shots Total,Shots on Target,FK Shots,Shots on Target %,Shots per 90,SOT per 90,Goals per Shot,Goals per SOT,xG,npxG,npxG per Shot,Goals minus xG,np Goals minus xG,Matches,Assists,xA,Assists-xA,KeyPasses,Total Passes Completed,Total Passes Attempted,Total Passes Completed%,Short Passes Completed,Short Attempted Passes,Short Passes Completed%,Medium Passes Completed,Medium Passes Attempted,Medium Passes Completed%,Long Passes Completed,Long Passes Attempted,Long Passes Completed%,Passes With LF,Passes with RF,Free Kick Passes,Through Ball Passes,Corner Kicks,Throw Ins,Passes into final third,Passes Into Penalty Box,Crosses into Penalty Box
417,Davide Riccardi,it ITA,DEF,Lecce,23,1996,0.2,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,Matches,0,0.0,0.0,0,2,3,66.7,0,0,0,1,2,50.0,1,1,100.0,0,3,0,0,0,0,1,0,0
418,Emiliano Rigoni,ar ARG,MID,Sampdoria,26,1993,4.8,0,0,0,7,2,1,28.6,1.47,0.42,0.00,0.00,1.2,1.2,0.16,-1.2,-1.2,Matches,1,0.8,+0.2,16,124,193,64.2,8,17,47.1,89,120,74.2,27,56,48.2,122,55,9,0,16,6,12,6,1
419,Tomás Rincón,ve VEN,MID,Torino,31,1988,19.5,1,0,0,13,5,0,38.5,0.67,0.26,0.08,0.20,0.7,0.7,0.05,+0.3,+0.3,Matches,2,1.1,+0.9,15,678,824,82.3,10,21,47.6,489,554,88.3,179,249,71.9,105,613,39,1,0,32,62,15,4
420,Andrea Rispoli,it ITA,DEF,Lecce,30,1988,15.1,0,0,0,8,2,0,25.0,0.53,0.13,0.00,0.00,0.7,0.7,0.09,-0.7,-0.7,Matches,0,1.1,-1.1,14,590,782,75.4,13,39,33.3,446,506,88.1,131,237,55.3,59,591,16,0,3,103,33,5,3
421,Ricardo Rodríguez,ch SUI,DEF,Milan,26,1992,4.3,0,0,0,1,0,0,0.0,0.23,0.00,0.00,0,0.0,0.0,0.03,0.0,0.0,Matches,0,0.2,-0.2,2,242,285,84.9,2,7,28.6,164,178,92.1,76,100,76.0,190,49,7,0,2,30,14,6,4
422,Marko Rog,hr CRO,MID,Cagliari,24,1995,14.9,1,0,0,19,5,0,26.3,1.27,0.34,0.05,0.20,1.6,1.6,0.08,-0.6,-0.6,Matches,0,1.0,-1.0,15,573,655,87.5,12,27,44.4,485,529,91.7,76,99,76.8,44,572,14,2,8,3,51,5,0
423,Rogério,br BRA,DEF,Sassuolo,21,1998,2.9,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,Matches,1,0.2,+0.8,3,187,227,82.4,2,10,20.0,163,180,90.6,22,37,59.5,178,8,4,0,1,34,13,4,3
424,Filippo Romagna,it ITA,DEF,Sassuolo,22,1997,15.6,0,0,0,2,1,0,50.0,0.13,0.06,0.00,0.00,0.1,0.1,0.05,-0.1,-0.1,Matches,0,0.2,-0.2,3,871,924,94.3,7,10,70.0,672,696,96.6,192,218,88.1,79,792,24,1,0,1,32,0,0
425,Alessio Romagnoli,it ITA,DEF,Milan,24,1995,25.0,0,0,0,12,1,0,8.3,0.48,0.04,0.00,0.00,1.3,1.3,0.11,-1.3,-1.3,Matches,0,0.5,-0.5,8,1295,1416,91.5,20,27,74.1,892,930,95.9,383,459,83.4,1149,169,41,1,0,7,90,4,0
426,Cristian Romero,ar ARG,DEF,Genoa,21,1998,19.8,1,1,1,10,2,0,20.0,0.51,0.10,0.00,0.00,2.0,1.2,0.12,-1.0,-1.2,Matches,1,0.4,+0.6,6,942,1068,88.2,8,18,44.4,653,698,93.6,281,352,79.8,88,889,61,0,0,40,31,2,1
427,Rômulo,it ITA,MID,Brescia,32,1987,18.7,1,0,0,16,7,0,43.8,0.86,0.37,0.06,0.14,2.1,2.1,0.13,-1.1,-1.1,Matches,3,1.2,+1.8,17,418,523,79.9,23,43,53.5,347,398,87.2,48,82,58.5,46,444,19,0,5,6,32,7,1
428,Rômulo,it ITA,DEF,Genoa,32,1987,0.2,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,Matches,0,0.0,0.0,0,5,8,62.5,0,1,0.0,3,5,60.0,2,2,100.0,0,7,1,0,0,1,0,0,0
429,Cristiano Ronaldo,pt POR,FWD,Juventus,34,1985,20.6,21,7,7,117,45,9,38.5,5.68,2.18,0.12,0.31,15.7,10.3,0.09,+5.3,+3.7,Matches,2,3.1,-1.1,32,697,840,83.0,34,76,44.7,591,669,88.3,72,95,75.8,129,659,7,2,2,20,39,25,4
430,Marten de Roon,nl NED,MID,Atalanta,28,1991,18.3,1,0,0,21,5,0,23.8,1.15,0.27,0.05,0.20,1.7,1.7,0.08,-0.7,-0.7,Matches,4,1.8,+2.2,26,1003,1152,87.1,6,28,21.4,794,865,91.8,203,259,78.4,151,930,24,2,0,19,94,17,3
431,Luca Rossettini,it ITA,DEF,Lecce,34,1985,23.6,0,0,0,4,0,0,0.0,0.17,0.00,0.00,0,0.1,0.1,0.04,-0.1,-0.1,Matches,2,1.1,+0.9,4,846,981,86.2,7,8,87.5,494,536,92.2,345,437,78.9,199,724,44,1,0,3,31,2,0
432,Nicolò Rovella,it ITA,MID,Genoa,17,2001,0.3,0,0,0,1,0,0,0.0,3.21,0.00,0.00,0,0.0,0.0,0.01,0.0,0.0,Matches,0,0.0,0.0,0,20,23,87.0,1,2,50.0,15,16,93.8,4,5,80.0,2,21,0,0,0,0,2,0,0
433,Amir Rrahmani,xk KVX,DEF,Hellas Verona,25,1994,23.9,0,0,0,25,8,0,32.0,1.05,0.34,0.00,0.00,2.3,2.3,0.09,-2.3,-2.3,Matches,0,0.5,-0.5,8,785,977,80.3,8,28,28.6,569,634,89.7,208,315,66.0,113,752,27,1,0,22,65,4,0
434,Daniele Rugani,it ITA,DEF,Juventus,25,1994,3.0,0,0,0,5,1,0,20.0,1.67,0.33,0.00,0.00,0.3,0.3,0.05,-0.3,-0.3,Matches,0,0.0,0.0,0,154,176,87.5,4,6,66.7,121,134,90.3,29,36,80.6,9,147,6,0,0,0,5,0,0
435,Mário Rui,pt POR,DEF,Napoli,28,1991,13.4,0,0,0,13,2,0,15.4,0.97,0.15,0.00,0.00,0.5,0.5,0.04,-0.5,-0.5,Matches,1,2.4,-1.4,26,985,1225,80.4,20,60,33.3,840,916,91.7,125,249,50.2,992,77,28,1,15,112,61,33,12
436,Fabián Ruiz Peña,es ESP,MID,Napoli,23,1996,20.1,2,0,0,51,14,0,27.5,2.54,0.70,0.04,0.14,1.9,1.9,0.04,+0.1,+0.1,Matches,2,2.1,-0.1,30,1406,1562,90.0,20,54,37.0,1060,1135,93.4,326,373,87.4,1380,132,39,2,1,9,166,34,2
437,Stefano Sabelli,it ITA,DEF,Brescia,26,1993,25.0,0,0,0,10,4,1,40.0,0.40,0.16,0.00,0.00,0.4,0.4,0.04,-0.4,-0.4,Matches,2,2.4,-0.4,20,1044,1425,73.3,24,65,36.9,823,956,86.1,197,404,48.8,92,992,45,2,1,280,110,26,6
438,Alexis Saelemaekers,be BEL,DEF,Milan,20,1999,0.3,0,0,0,1,0,0,0.0,3.91,0.00,0.00,0,0.0,0.0,0.04,0.0,0.0,Matches,0,0.1,-0.1,1,19,25,76.0,0,2,0.0,17,19,89.5,2,4,50.0,6,11,0,0,0,7,1,0,0
439,Jacopo Sala,it ITA,DEF,SPAL,27,1991,4.2,0,0,0,7,1,0,14.3,1.68,0.24,0.00,0.00,0.3,0.3,0.04,-0.3,-0.3,Matches,0,0.1,-0.1,4,148,195,75.9,2,10,20.0,128,147,87.1,18,38,47.4,14,138,2,0,0,34,12,0,0
440,Eddy Salcedo,it ITA,FWD,Hellas Verona,17,2001,5.0,1,0,0,15,4,0,26.7,2.99,0.80,0.07,0.25,0.6,0.6,0.04,+0.4,+0.4,Matches,0,1.8,-1.8,8,79,131,60.3,3,12,25.0,67,102,65.7,9,17,52.9,10,92,0,1,2,3,7,2,1
441,Antonio Sanabria,py PAR,FWD,Genoa,23,1996,9.9,3,0,0,26,13,2,50.0,2.62,1.31,0.12,0.23,2.3,2.3,0.09,+0.7,+0.7,Matches,1,0.3,+0.7,5,185,238,77.7,8,24,33.3,152,181,84.0,25,33,75.8,66,128,1,0,0,0,12,1,0
442,Alexis Sánchez,cl CHI,FWD,Inter,30,1988,2.1,1,0,0,4,3,0,75.0,1.95,1.46,0.25,0.33,1.1,1.1,0.29,-0.1,-0.1,Matches,1,0.4,+0.6,4,63,90,70.0,0,7,0.0,50,61,82.0,13,22,59.1,5,80,1,0,7,0,5,5,1
443,Alex Sandro,br BRA,DEF,Juventus,28,1991,20.1,0,0,0,10,1,0,10.0,0.50,0.05,0.00,0.00,0.3,0.3,0.03,-0.3,-0.3,Matches,3,2.1,+0.9,29,1302,1513,86.1,22,47,46.8,1042,1126,92.5,238,340,70.0,1178,95,13,3,0,175,88,37,13
444,Nicola Sansone,it ITA,FWD,Bologna,27,1991,18.3,4,3,4,57,16,5,28.1,3.12,0.88,0.02,0.06,7.6,4.5,0.08,-3.6,-3.5,Matches,3,2.8,+0.2,32,489,689,71.0,17,52,32.7,390,468,83.3,82,169,48.5,97,560,25,4,50,9,49,21,7
445,Federico Santander,py PAR,FWD,Bologna,28,1991,6.3,1,1,1,18,3,1,16.7,2.86,0.48,0.00,0.00,2.6,1.8,0.10,-1.6,-1.8,Matches,0,0.8,-0.8,11,123,192,64.1,2,12,16.7,102,150,68.0,19,30,63.3,14,109,0,2,0,2,13,2,0
446,Davide Santon,it ITA,DEF,Roma,28,1991,6.4,0,0,0,2,1,0,50.0,0.31,0.16,0.00,0.00,0.1,0.1,0.03,-0.1,-0.1,Matches,0,0.1,-0.1,2,346,383,90.3,6,12,50.0,253,269,94.1,87,102,85.3,33,285,8,0,0,52,13,6,0
447,Samir Santos,br BRA,DEF,Udinese,24,1994,10.0,0,0,0,2,2,0,100.0,0.20,0.20,0.00,0.00,0.3,0.3,0.15,-0.3,-0.3,Matches,0,0.3,-0.3,4,373,432,86.3,3,10,30.0,293,312,93.9,77,110,70.0,325,58,9,1,0,17,28,2,0
448,Riccardo Saponara,it ITA,MID,Genoa,27,1991,1.9,0,0,0,5,0,0,0.0,2.68,0.00,0.00,0,0.3,0.3,0.06,-0.3,-0.3,Matches,0,0.1,-0.1,2,62,84,73.8,0,2,0.0,48,56,85.7,14,26,53.8,24,56,0,1,0,2,10,3,2
449,Riccardo Saponara,it ITA,MID,Lecce,27,1991,1.8,0,0,0,5,2,0,40.0,2.78,1.11,0.00,0.00,0.2,0.2,0.05,-0.2,-0.2,Matches,2,0.9,+1.1,8,70,92,76.1,5,7,71.4,52,65,80.0,13,20,65.0,25,63,0,0,4,0,4,2,1
450,Lasse Schöne,dk DEN,MID,Genoa,33,1986,18.5,1,0,1,23,6,12,26.1,1.24,0.32,0.04,0.17,1.7,0.9,0.04,-0.7,+0.1,Matches,1,2.0,-1.0,25,936,1115,83.9,17,37,45.9,728,800,91.0,191,278,68.7,75,988,46,3,76,4,73,13,1
451,Jerdy Schouten,nl NED,MID,Bologna,22,1997,7.3,0,0,0,6,2,0,33.3,0.83,0.28,0.00,0.00,0.1,0.1,0.02,-0.1,-0.1,Matches,0,0.3,-0.3,6,293,351,83.5,10,15,66.7,204,244,83.6,79,92,85.9,41,263,6,0,0,0,32,7,0
452,Matteo Scozzarella,it ITA,MID,Parma,31,1988,8.2,0,0,0,4,1,1,25.0,0.49,0.12,0.00,0.00,0.1,0.1,0.02,-0.1,-0.1,Matches,3,1.3,+1.7,13,305,389,78.4,5,10,50.0,192,210,91.4,108,169,63.9,25,347,20,1,33,0,30,5,1
453,Ken Sema,se SWE,DEF,Udinese,25,1993,18.3,2,0,0,9,2,0,22.2,0.49,0.11,0.22,1.00,0.3,0.3,0.04,+1.7,+1.7,Matches,0,2.1,-2.1,27,550,770,71.4,16,64,25.0,464,536,86.6,70,170,41.2,489,117,10,0,22,130,20,26,19
454,Alessandro Semprini,it ITA,MID,Brescia,21,1998,0.1,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,Matches,0,0.0,0.0,0,3,3,100.0,0,0,0,3,3,100.0,0,0,0,0,3,0,0,0,0,2,0,0
455,Stefano Sensi,it ITA,MID,Inter,23,1995,8.1,3,0,0,29,10,4,34.5,3.59,1.24,0.10,0.30,1.7,1.7,0.06,+1.3,+1.3,Matches,2,1.1,+0.9,15,422,515,81.9,16,26,61.5,324,354,91.5,82,135,60.7,81,419,16,3,40,3,37,17,2
456,Luigi Sepe,it ITA,GK,Parma,28,1991,21.0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,Matches,0,0.0,0.0,1,460,651,70.7,23,23,100.0,167,168,99.4,270,460,58.7,399,130,59,0,0,0,12,0,0
457,Yevhen Shakhov,ua UKR,MID,Lecce,28,1990,7.8,0,0,0,8,2,0,25.0,1.03,0.26,0.00,0.00,0.6,0.6,0.08,-0.6,-0.6,Matches,2,2.0,0.0,11,201,250,80.4,5,14,35.7,166,201,82.6,30,35,85.7,54,177,2,1,1,1,9,3,0
458,Luca Siligardi,it ITA,FWD,Parma,31,1988,1.9,0,0,0,2,2,0,100.0,1.08,1.08,0.00,0.00,0.1,0.1,0.03,-0.1,-0.1,Matches,0,0.0,0.0,0,34,52,65.4,1,6,16.7,26,37,70.3,7,9,77.8,39,6,0,0,0,1,2,1,0
459,André Silva,pt POR,FWD,Milan,23,1995,0.7,0,0,0,2,0,0,0.0,2.95,0.00,0.00,0,0.3,0.3,0.16,-0.3,-0.3,Matches,0,0.0,0.0,0,6,11,54.5,1,2,50.0,5,9,55.6,0,0,0,1,9,0,0,0,0,1,0,0
460,Marco Silvestri,it ITA,GK,Hellas Verona,28,1991,24.0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,Matches,0,0.0,0.0,0,296,691,42.8,1,1,100.0,99,103,96.1,196,587,33.4,31,563,74,0,0,0,10,0,0
461,Giovanni Simeone,ar ARG,FWD,Cagliari,24,1995,20.2,6,0,0,53,18,0,34.0,2.62,0.89,0.11,0.33,7.2,7.2,0.14,-1.2,-1.2,Matches,3,1.8,+1.2,13,232,329,70.5,11,30,36.7,193,262,73.7,28,37,75.7,28,242,0,2,0,0,8,5,1
462,Salvatore Sirigu,it ITA,GK,Torino,32,1987,24.0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,Matches,0,0.0,0.0,1,475,713,66.6,1,1,100.0,160,161,99.4,314,551,57.0,45,535,86,0,0,0,7,0,0
463,Łukasz Skorupski,pl POL,GK,Bologna,28,1991,24.0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,Matches,0,0.0,0.0,1,530,734,72.2,8,9,88.9,257,259,99.2,265,466,56.9,56,520,66,0,0,0,3,0,0
464,Andreas Skov Olsen,dk DEN,FWD,Bologna,19,1999,5.4,1,0,0,12,5,0,41.7,2.22,0.92,0.08,0.20,1.5,1.5,0.12,-0.5,-0.5,Matches,0,0.3,-0.3,4,161,225,71.6,4,13,30.8,129,158,81.6,28,54,51.9,140,71,4,0,12,1,6,3,1
465,Simon Skrabb,fi FIN,MID,Brescia,24,1995,0.3,0,0,0,1,0,0,0.0,3.33,0.00,0.00,0,0.0,0.0,0.03,0.0,0.0,Matches,0,0.2,-0.2,1,15,20,75.0,1,2,50.0,10,11,90.9,4,7,57.1,17,3,0,0,0,0,0,1,0
466,Milan Škriniar,sk SVK,DEF,Inter,24,1995,22.2,0,0,0,11,4,0,36.4,0.50,0.18,0.00,0.00,0.7,0.7,0.06,-0.7,-0.7,Matches,0,0.2,-0.2,5,1384,1498,92.4,16,21,76.2,1067,1107,96.4,301,370,81.4,260,1163,32,0,0,11,112,7,0
467,Chris Smalling,eng ENG,DEF,Roma,29,1989,20.0,2,0,0,16,4,0,25.0,0.80,0.20,0.13,0.50,1.7,1.7,0.11,+0.3,+0.3,Matches,1,0.8,+0.2,8,916,1013,90.4,7,18,38.9,642,694,92.5,267,301,88.7,139,774,30,0,0,3,49,2,0
468,Roberto Soriano,it ITA,MID,Bologna,28,1991,16.7,3,0,0,23,11,0,47.8,1.38,0.66,0.13,0.27,3.1,3.1,0.13,-0.1,-0.1,Matches,2,3.0,-1.0,27,574,690,83.2,17,32,53.1,474,547,86.7,83,111,74.8,98,537,5,4,1,9,53,25,4
469,Riccardo Sottil,it ITA,FWD,Fiorentina,20,1999,4.4,0,0,0,13,7,0,53.8,2.93,1.58,0.00,0.00,0.5,0.5,0.04,-0.5,-0.5,Matches,0,0.3,-0.3,3,120,160,75.0,3,10,30.0,103,126,81.7,14,24,58.3,36,112,2,0,1,7,3,2,0
470,Adama Soumaoro,fr FRA,DEF,Genoa,27,1992,3.0,1,0,0,2,1,0,50.0,0.67,0.33,0.50,1.00,0.6,0.6,0.31,+0.4,+0.4,Matches,0,0.0,0.0,0,118,123,95.9,4,4,100.0,56,61,91.8,58,58,100.0,9,106,5,0,0,0,2,0,0
471,Nikolas Špalek,sk SVK,MID,Brescia,22,1997,10.3,1,0,0,15,6,0,40.0,1.46,0.58,0.07,0.17,3.2,3.2,0.21,-2.2,-2.2,Matches,1,1.4,-0.4,8,178,250,71.2,7,18,38.9,159,195,81.5,12,37,32.4,29,198,1,1,2,2,12,3,0
472,Leonardo Spinazzola,it ITA,DEF,Roma,26,1993,10.0,0,0,0,4,0,0,0.0,0.40,0.00,0.00,0,0.2,0.2,0.05,-0.2,-0.2,Matches,1,1.4,-0.4,10,549,679,80.9,5,33,15.2,433,481,90.0,111,165,67.3,94,468,14,1,1,87,29,8,1
473,Marco Sportiello,it ITA,GK,Atalanta,27,1992,3.0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,Matches,0,0.0,0.0,0,69,84,82.1,1,1,100.0,45,45,100.0,23,38,60.5,2,68,6,0,0,0,0,0,0
474,Mattia Sprocati,it ITA,FWD,Parma,26,1992,5.4,1,0,0,11,4,0,36.4,2.02,0.73,0.09,0.25,0.9,0.9,0.08,+0.1,+0.1,Matches,0,0.2,-0.2,4,119,172,69.2,5,12,41.7,102,133,76.7,12,27,44.4,62,92,0,1,7,4,9,8,0
475,Mariusz Stępiński,pl POL,FWD,Hellas Verona,24,1995,5.7,2,0,0,11,5,0,45.5,1.91,0.87,0.18,0.40,2.4,2.4,0.22,-0.4,-0.4,Matches,0,0.0,0.0,1,78,127,61.4,5,17,29.4,69,95,72.6,4,15,26.7,36,65,0,0,0,0,4,0,0
476,Thomas Strakosha,al ALB,GK,Lazio,24,1995,25.0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,Matches,0,0.2,-0.2,2,629,809,77.8,33,33,100.0,319,322,99.1,277,454,61.0,39,652,48,2,0,0,12,0,0
477,Jens Stryger Larsen,dk DEN,DEF,Udinese,28,1991,20.6,1,0,0,7,2,0,28.6,0.34,0.10,0.14,0.50,0.8,0.8,0.11,+0.2,+0.2,Matches,2,1.6,+0.4,21,838,1090,76.9,13,40,32.5,692,784,88.3,133,266,50.0,121,758,9,1,0,174,57,28,17
478,Stefano Sturaro,it ITA,MID,Genoa,26,1993,9.6,1,0,0,12,5,1,41.7,1.25,0.52,0.08,0.20,1.6,1.6,0.14,-0.6,-0.6,Matches,2,0.6,+1.4,6,210,298,70.5,7,11,63.6,166,207,80.2,37,80,46.3,56,211,7,2,7,4,19,5,1
479,Suso,es ESP,FWD,Milan,25,1993,15.1,1,0,0,31,12,2,38.7,2.05,0.79,0.03,0.08,1.3,1.3,0.04,-0.3,-0.3,Matches,2,3.6,-1.6,41,579,753,76.9,7,26,26.9,440,512,85.9,132,215,61.4,664,70,19,7,33,6,45,45,12
480,Mattias Svanberg,se SWE,MID,Bologna,20,1999,7.5,0,0,0,23,5,1,21.7,3.06,0.67,0.00,0.00,1.3,1.3,0.06,-1.3,-1.3,Matches,2,0.8,+1.2,11,203,257,79.0,6,14,42.9,159,183,86.9,38,60,63.3,31,210,11,0,8,0,20,5,0
481,Wojciech Szczęsny,pl POL,GK,Juventus,29,1990,18.0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,Matches,0,0.0,0.0,0,395,464,85.1,5,6,83.3,192,192,100.0,198,266,74.4,55,293,37,0,0,0,1,0,0
482,Andrea Tabanelli,it ITA,MID,Lecce,29,1990,10.7,1,0,0,12,2,1,16.7,1.12,0.19,0.08,0.50,0.9,0.9,0.07,+0.1,+0.1,Matches,0,0.1,-0.1,5,281,353,79.6,8,20,40.0,232,275,84.4,41,58,70.7,54,268,8,0,1,3,28,6,2
483,Panagiotis Tachtsidis,gr GRE,MID,Lecce,28,1991,15.8,0,0,0,24,7,0,29.2,1.52,0.44,0.00,0.00,0.7,0.7,0.03,-0.7,-0.7,Matches,1,1.1,-0.1,16,649,841,77.2,9,33,27.3,428,503,85.1,212,305,69.5,637,139,54,1,1,3,76,28,1
484,Adrien Tameze,cm CMR,MID,Atalanta,25,1994,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,Matches,0,0.0,0.0,0,4,5,80.0,0,0,0,4,4,100.0,0,1,0.0,0,5,0,0,0,0,0,0,0
485,Łukasz Teodorczyk,pl POL,DEF,Udinese,28,1991,0.4,0,0,0,3,2,0,66.7,6.92,4.62,0.00,0.00,0.5,0.5,0.17,-0.5,-0.5,Matches,1,0.3,+0.7,1,19,26,73.1,0,0,0,18,21,85.7,1,5,20.0,5,14,0,0,0,0,2,0,0
486,Hidde ter Avest,nl NED,DEF,Udinese,22,1997,4.0,0,0,0,1,1,0,100.0,0.25,0.25,0.00,0.00,0.2,0.2,0.19,-0.2,-0.2,Matches,0,0.4,-0.4,5,125,171,73.1,4,7,57.1,101,119,84.9,20,45,44.4,15,118,3,0,0,29,9,2,1
487,Morten Thorsby,no NOR,MID,Sampdoria,23,1996,11.8,0,0,0,6,0,0,0.0,0.51,0.00,0.00,0,0.4,0.4,0.06,-0.4,-0.4,Matches,0,0.9,-0.9,13,373,500,74.6,9,29,31.0,307,374,82.1,57,97,58.8,51,347,1,1,1,31,27,1,1
488,Jeremy Toljan,de GER,DEF,Sassuolo,24,1994,20.2,1,0,0,4,1,0,25.0,0.20,0.05,0.25,1.00,0.4,0.4,0.11,+0.6,+0.6,Matches,2,2.3,-0.3,25,1037,1239,83.7,11,53,20.8,904,984,91.9,122,202,60.4,109,917,33,0,1,191,64,13,4
489,Rafael Tolói,br BRA,DEF,Atalanta,28,1990,20.3,1,0,0,19,8,0,42.1,0.93,0.39,0.05,0.13,1.9,1.9,0.11,-0.9,-0.9,Matches,5,1.8,+3.2,13,983,1184,83.0,9,33,27.3,734,804,91.3,240,347,69.2,106,993,27,2,0,35,109,10,0
490,Takehiro Tomiyasu,jp JPN,DEF,Bologna,20,1998,18.9,0,0,0,13,2,0,15.4,0.69,0.11,0.00,0.00,0.7,0.7,0.06,-0.7,-0.7,Matches,2,0.9,+1.1,9,927,1139,81.4,10,35,28.6,746,835,89.3,171,269,63.6,257,648,20,1,0,166,98,8,1
491,Nenad Tomović,rs SRB,DEF,SPAL,31,1987,15.5,0,0,0,7,1,0,14.3,0.45,0.06,0.00,0.00,0.4,0.4,0.06,-0.4,-0.4,Matches,1,0.4,+0.6,8,658,772,85.2,5,18,27.8,532,574,92.7,121,180,67.2,142,530,36,0,0,37,47,6,2
492,Sandro Tonali,it ITA,MID,Brescia,19,2000,22.7,1,0,0,17,5,2,29.4,0.75,0.22,0.06,0.20,0.8,0.8,0.05,+0.2,+0.2,Matches,5,3.8,+1.2,46,734,1053,69.7,11,46,23.9,494,606,81.5,229,401,57.1,94,910,129,3,89,1,93,20,4
493,Lorenzo Tonelli,it ITA,DEF,Sampdoria,29,1990,3.8,0,0,0,3,0,0,0.0,0.79,0.00,0.00,0,0.2,0.2,0.06,-0.2,-0.2,Matches,0,0.0,0.0,0,158,183,86.3,1,1,100.0,103,110,93.6,54,72,75.0,32,132,10,0,0,1,12,1,0
494,Ernesto Torregrossa,it ITA,FWD,Brescia,27,1992,9.9,4,1,1,25,12,0,48.0,2.52,1.21,0.12,0.25,3.2,2.5,0.10,+0.8,+0.5,Matches,1,0.7,+0.3,6,144,226,63.7,5,25,20.0,117,160,73.1,22,41,53.7,161,39,1,1,0,1,7,8,0
495,Amad Traoré,ci CIV,FWD,Atalanta,17,2002,0.3,1,0,0,1,1,0,100.0,3.75,3.75,1.00,1.00,0.1,0.1,0.09,+0.9,+0.9,Matches,0,0.0,0.0,1,12,19,63.2,0,1,0.0,12,17,70.6,0,1,0.0,17,2,0,0,1,0,2,1,0
496,Luca Tremolada,it ITA,MID,Brescia,27,1991,0.2,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,Matches,0,0.0,0.0,0,4,6,66.7,0,0,0,2,3,66.7,2,3,66.7,5,0,0,0,0,1,0,0,0
497,Alessandro Tripaldelli,it ITA,DEF,Sassuolo,20,1999,1.5,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,Matches,0,0.0,0.0,0,57,69,82.6,1,3,33.3,52,60,86.7,4,6,66.7,45,14,0,0,0,9,3,0,0
498,William Troost-Ekong,ng NGA,DEF,Udinese,25,1993,21.9,0,0,0,3,0,0,0.0,0.14,0.00,0.00,0,0.2,0.2,0.08,-0.2,-0.2,Matches,0,0.1,-0.1,1,654,799,81.9,1,10,10.0,377,423,89.1,276,366,75.4,97,646,29,0,0,1,43,1,0
499,Georgi Tunjov,ee EST,MID,SPAL,18,2001,0.3,0,0,0,1,0,0,0.0,3.33,0.00,0.00,0,0.0,0.0,0.02,0.0,0.0,Matches,0,0.0,0.0,0,9,13,69.2,0,0,0,7,9,77.8,2,4,50.0,6,6,0,0,0,0,2,0,0
500,Stefano Turati,it ITA,GK,Sassuolo,0,0,2.0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,Matches,0,0.0,0.0,0,43,51,84.3,0,0,0,31,31,100.0,12,20,60.0,7,32,4,0,0,0,0,0,0
501,Gennaro Tutino,it ITA,FWD,Hellas Verona,22,1996,2.5,0,0,0,3,0,0,0.0,1.21,0.00,0.00,0,0.2,0.2,0.05,-0.2,-0.2,Matches,0,0.0,0.0,1,54,74,73.0,3,5,60.0,46,63,73.0,5,6,83.3,3,51,1,0,0,1,4,2,0
502,Cengiz Ünder,tr TUR,FWD,Roma,22,1997,7.8,3,0,0,22,7,0,31.8,2.83,0.90,0.14,0.43,1.9,1.9,0.08,+1.1,+1.1,Matches,0,1.6,-1.6,17,196,279,70.3,3,20,15.0,148,184,80.4,45,75,60.0,193,74,2,1,7,1,18,7,3
503,Mirko Valdifiori,it ITA,MID,SPAL,33,1986,8.3,0,0,0,4,2,0,50.0,0.48,0.24,0.00,0.00,0.1,0.1,0.03,-0.1,-0.1,Matches,2,1.3,+0.7,22,385,478,80.5,6,11,54.5,260,282,92.2,119,185,64.3,18,434,32,0,33,2,35,6,3
504,Borja Valero,es ESP,MID,Inter,34,1985,4.7,1,0,0,3,1,0,33.3,0.64,0.21,0.33,1.00,0.2,0.2,0.05,+0.8,+0.8,Matches,0,0.5,-0.5,3,216,239,90.4,5,8,62.5,164,178,92.1,47,53,88.7,28,206,5,1,0,1,14,3,1
