Rk,Player,Nation,Position,Squad,Age,Born,90s,Goals,PK,PKatt,Shots Total,Shots on Target,FK Shots,Shots on Target %,Shots per 90,SOT per 90,Goals per Shot,Goals per SOT,xG,npxG,npxG per Shot,Goals minus xG,np Goals minus xG,Matches,Assists,xA,Assists-xA,KeyPasses,Total Passes Completed,Total Passes Attempted,Total Passes Completed%,Short Passes Completed,Short Attempted Passes,Short Passes Completed%,Medium Passes Completed,Medium Passes Attempted,Medium Passes Completed%,Long Passes Completed,Long Passes Attempted,Long Passes Completed%,Passes With LF,Passes with RF,Free Kick Passes,Through Ball Passes,Corner Kicks,Throw Ins,Passes into final third,Passes Into Penalty Box,Crosses into Penalty Box
505,Mattia Valoti,it ITA,MID,SPAL,25,1993,12.9,2,0,0,23,7,0,30.4,1.79,0.54,0.09,0.29,2.6,2.6,0.12,-0.6,-0.6,Matches,0,0.9,-0.9,15,359,447,80.3,13,24,54.2,285,338,84.3,61,85,71.8,45,334,12,2,0,2,38,6,3
506,Denis Vavro,sk SVK,DEF,Lazio,23,1996,2.2,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,Matches,0,0.0,0.0,0,107,116,92.2,1,2,50.0,69,71,97.2,37,43,86.0,9,102,1,0,0,2,6,0,0
507,Matías Vecino,uy URU,MID,Inter,27,1991,13.0,2,0,0,23,8,0,34.8,1.77,0.62,0.09,0.25,2.8,2.8,0.12,-0.8,-0.8,Matches,2,1.2,+0.8,11,380,492,77.2,8,29,27.6,316,378,83.6,56,85,65.9,37,423,3,1,0,4,29,6,1
508,Miguel Veloso,pt POR,MID,Hellas Verona,33,1986,19.2,2,0,0,22,3,8,13.6,1.15,0.16,0.09,0.67,1.7,1.7,0.08,+0.3,+0.3,Matches,3,3.7,-0.7,45,766,1044,73.4,20,40,50.0,547,639,85.6,199,365,54.5,716,234,91,0,92,2,87,13,4
509,Lorenzo Venuti,it ITA,DEF,Fiorentina,24,1995,4.8,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,Matches,1,0.2,+0.8,3,183,221,82.8,1,5,20.0,146,163,89.6,36,53,67.9,61,123,2,0,0,26,27,4,2
510,Brayan Vera,co COL,FWD,Lecce,20,1999,0.3,0,0,0,1,0,0,0.0,3.21,0.00,0.00,0,0.0,0.0,0.01,0.0,0.0,Matches,0,0.0,0.0,0,4,6,66.7,0,0,0,4,5,80.0,0,1,0.0,5,1,1,0,0,0,0,0,0
511,Simone Verdi,it ITA,MID,Torino,27,1992,14.6,1,0,0,27,4,7,14.8,1.85,0.27,0.04,0.25,2.2,2.2,0.08,-1.2,-1.2,Matches,3,1.5,+1.5,25,379,560,67.7,18,41,43.9,257,338,76.0,104,181,57.5,257,285,25,1,35,5,40,14,5
512,Jordan Veretout,fr FRA,MID,Roma,26,1993,21.3,2,2,2,15,4,1,26.7,0.71,0.19,0.00,0.00,2.1,0.6,0.04,-0.1,-0.6,Matches,0,1.7,-1.7,28,1017,1165,87.3,11,26,42.3,699,766,91.3,307,373,82.3,213,919,28,0,29,5,129,9,1
513,Valerio Verre,it ITA,FWD,Hellas Verona,25,1994,14.4,3,2,2,32,6,0,18.8,2.22,0.42,0.03,0.17,3.9,2.4,0.08,-0.9,-1.4,Matches,0,2.4,-2.4,22,362,496,73.0,21,43,48.8,291,363,80.2,50,90,55.6,106,354,4,4,7,0,29,13,1
514,Francesco Vicari,it ITA,DEF,SPAL,24,1994,20.7,0,0,0,5,2,0,40.0,0.24,0.10,0.00,0.00,0.1,0.1,0.03,-0.1,-0.1,Matches,0,0.0,0.0,1,720,814,88.5,4,10,40.0,443,475,93.3,273,329,83.0,66,675,41,0,0,2,45,1,0
515,Ronaldo Vieira,gw GNB,MID,Sampdoria,21,1998,16.0,0,0,0,24,5,0,20.8,1.50,0.31,0.00,0.00,1.3,1.3,0.05,-1.3,-1.3,Matches,1,1.0,0.0,22,590,715,82.5,20,34,58.8,401,446,89.9,169,235,71.9,119,548,20,0,14,5,69,14,5
516,Mauro Vigorito,it ITA,GK,Lecce,29,1990,4.7,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,Matches,0,0.0,0.0,0,109,153,71.2,0,1,0.0,63,63,100.0,46,89,51.7,20,98,16,0,0,0,0,0,0
517,Gonzalo Villar,es ESP,MID,Roma,21,1998,0.2,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,Matches,0,0.0,0.0,1,12,12,100.0,0,0,0,9,9,100.0,3,3,100.0,1,10,0,0,0,0,2,0,0
518,Luigi Vitale,it ITA,DEF,Hellas Verona,31,1987,0.4,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,Matches,0,0.0,0.0,0,8,13,61.5,0,1,0.0,6,8,75.0,2,4,50.0,10,2,0,0,0,1,0,0,0
519,Mattia Viviani,it ITA,MID,Brescia,18,2000,1.6,0,0,0,2,0,0,0.0,1.25,0.00,0.00,0,0.1,0.1,0.03,-0.1,-0.1,Matches,0,0.2,-0.2,1,59,71,83.1,2,8,25.0,42,43,97.7,15,20,75.0,14,57,4,0,3,0,5,3,0
520,Dušan Vlahović,rs SRB,FWD,Fiorentina,19,2000,11.7,6,1,1,47,15,4,31.9,4.01,1.28,0.11,0.33,6.7,5.9,0.13,-0.7,-0.9,Matches,0,1.2,-1.2,12,161,232,69.4,8,27,29.6,140,180,77.8,13,25,52.0,145,53,0,0,1,1,11,2,1
521,Stefan de Vrij,nl NED,DEF,Inter,27,1992,21.3,2,0,0,14,4,0,28.6,0.66,0.19,0.14,0.50,1.2,1.2,0.08,+0.8,+0.8,Matches,3,0.5,+2.5,9,1017,1097,92.7,6,13,46.2,577,599,96.3,434,485,89.5,162,866,20,0,0,0,50,5,0
522,Walace,br BRA,MID,Udinese,24,1995,4.8,0,0,0,4,2,0,50.0,0.83,0.41,0.00,0.00,0.2,0.2,0.04,-0.2,-0.2,Matches,0,0.2,-0.2,5,246,279,88.2,5,12,41.7,195,209,93.3,46,58,79.3,34,223,7,0,0,2,16,3,0
523,Sebastian Walukiewicz,pl POL,DEF,Cagliari,19,2000,3.6,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,Matches,0,0.0,0.0,0,179,197,90.9,0,2,0.0,98,105,93.3,81,90,90.0,22,167,6,0,0,0,4,0,0
524,Jawad El Yamiq,ma MAR,DEF,Genoa,27,1992,2.2,0,0,0,2,0,0,0.0,0.92,0.00,0.00,0,0.0,0.0,0.02,0.0,0.0,Matches,0,0.0,0.0,2,93,110,84.5,1,2,50.0,71,78,91.0,21,30,70.0,16,84,1,0,0,2,7,1,0
525,Amin Younes,de GER,FWD,Napoli,25,1993,1.6,0,0,0,4,0,0,0.0,2.52,0.00,0.00,0,0.3,0.3,0.07,-0.3,-0.3,Matches,0,0.3,-0.3,4,81,101,80.2,2,5,40.0,74,83,89.2,5,13,38.5,16,84,0,0,0,1,6,4,1
526,Ashley Young,eng ENG,DEF,Inter,34,1985,4.0,1,0,0,3,2,0,66.7,0.75,0.50,0.33,0.50,0.4,0.4,0.15,+0.6,+0.6,Matches,1,0.4,+0.6,6,129,170,75.9,0,4,0.0,99,121,81.8,30,45,66.7,27,103,0,0,0,33,5,3,1
527,Mattia Zaccagni,it ITA,FWD,Hellas Verona,24,1995,16.4,1,0,0,17,7,0,41.2,1.03,0.43,0.06,0.14,2.6,2.6,0.15,-1.6,-1.6,Matches,4,2.5,+1.5,25,396,547,72.4,21,54,38.9,314,395,79.5,61,98,62.2,66,416,3,3,5,3,40,21,1
528,Nicolò Zaniolo,it ITA,FWD,Roma,20,1999,14.4,4,0,0,35,16,0,45.7,2.43,1.11,0.11,0.25,3.2,3.2,0.09,+0.8,+0.8,Matches,1,2.4,-1.4,18,295,374,78.9,2,17,11.8,228,272,83.8,65,85,76.5,322,34,1,0,1,9,24,11,2
529,Cristián Zapata,co COL,DEF,Genoa,32,1986,12.0,1,0,0,7,1,0,14.3,0.58,0.08,0.14,1.00,0.5,0.5,0.08,+0.5,+0.5,Matches,0,0.7,-0.7,3,556,595,93.4,5,8,62.5,398,418,95.2,153,169,90.5,161,402,32,0,0,1,16,2,1
530,Duván Zapata,co COL,FWD,Atalanta,28,1991,10.9,8,1,1,47,18,0,38.3,4.33,1.66,0.15,0.39,6.2,5.4,0.12,+1.8,+1.6,Matches,5,2.6,+2.4,16,194,267,72.7,6,23,26.1,170,217,78.3,18,27,66.7,48,193,0,0,0,2,4,6,0
531,Davide Zappacosta,it ITA,DEF,Roma,27,1992,0.1,0,0,0,1,0,0,0.0,7.50,0.00,0.00,0,0.3,0.3,0.27,-0.3,-0.3,Matches,0,0.0,0.0,0,11,13,84.6,0,0,0,8,9,88.9,3,4,75.0,1,9,0,0,0,2,0,0,0
532,Simone Zaza,it ITA,FWD,Torino,28,1991,8.8,3,0,0,23,9,0,39.1,2.63,1.03,0.13,0.33,2.5,2.5,0.11,+0.5,+0.5,Matches,0,0.5,-0.5,4,100,159,62.9,2,16,12.5,82,117,70.1,16,26,61.5,94,34,2,0,0,0,9,0,0
533,Marvin Zeegelaar,nl NED,DEF,Udinese,28,1990,0.9,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,Matches,0,0.0,0.0,0,36,44,81.8,0,0,0,27,32,84.4,9,12,75.0,35,6,1,0,0,3,1,0,0
534,Piotr Zieliński,pl POL,MID,Napoli,25,1994,22.9,2,0,0,55,14,0,25.5,2.40,0.61,0.04,0.14,2.7,2.7,0.05,-0.7,-0.7,Matches,3,1.8,+1.2,27,1269,1456,87.2,28,54,51.9,1000,1087,92.0,241,315,76.5,361,1045,27,0,6,5,210,33,5
535,Jaromír Zmrhal,cz CZE,MID,Brescia,25,1993,3.4,0,0,0,3,1,0,33.3,0.89,0.30,0.00,0.00,0.2,0.2,0.07,-0.2,-0.2,Matches,0,0.3,-0.3,3,63,95,66.3,6,10,60.0,47,63,74.6,10,22,45.5,65,19,0,0,1,0,2,3,0
536,Ervin Zukanović,ba BIH,DEF,SPAL,32,1987,2.3,0,0,0,2,0,0,0.0,0.89,0.00,0.00,0,0.0,0.0,0.01,0.0,0.0,Matches,0,0.0,0.0,0,112,126,88.9,1,4,25.0,87,91,95.6,24,31,77.4,100,18,0,0,0,0,2,0,0
537,Szymon Żurkowski,pl POL,MID,Fiorentina,21,1997,0.1,0,0,0,1,0,0,0.0,9.00,0.00,0.00,0,0.1,0.1,0.06,-0.1,-0.1,Matches,0,0.0,0.0,0,4,4,100.0,0,0,0,4,4,100.0,0,0,0,2,2,0,0,0,0,1,0,0
538,Filip Đuričić,rs SRB,MID,Sassuolo,27,1992,9.3,4,0,0,17,4,2,23.5,1.82,0.43,0.24,1.00,1.7,1.7,0.10,+2.3,+2.3,Matches,3,1.8,+1.2,18,288,379,76.0,7,19,36.8,235,285,82.5,46,75,61.3,48,315,2,4,24,0,26,11,0
