Player,Goals,PK,PK Attempts,Shots Total,Shots on Target,FK Shots,Shots on Target %,Shots per 90,SOT per 90,Goals per Shot,Goals per SOT,xG,npxG,npxG per Shot,Goals minus xG,np Goals minus xG 
Marcel Tisserand,1,0,0,8,2,0,25.0,0.60,0.15,0.13,0.50,1.0,1.0,0.12,0.0,0.0
Jean-Clair Todibo,0,0,0,2,1,0,50.0,1.55,0.78,0.00,0.00,0.1,0.1,0.07,-0.1,-0.1
Corentin Tolisso,1,0,0,12,3,0,25.0,2.14,0.53,0.08,0.33,1.1,1.1,0.10,-0.1,-0.1
Ömer Toprak,0,0,0,5,1,0,20.0,0.72,0.14,0.00,0.00,0.3,0.3,0.06,-0.3,-0.3
Lucas Torró,0,0,0,2,0,0,0.0,1.31,0.00,0.00,0,0.1,0.1,0.04,-0.1,-0.1
Jordan Torunarigha,1,0,0,1,1,0,100.0,0.19,0.19,1.00,1.00,0.0,0.0,0.03,+1.0,+1.0
Almamy Touré,1,0,0,10,3,0,30.0,0.89,0.27,0.10,0.33,1.5,1.5,0.15,-0.5,-0.5
Ibrahima Traoré,0,0,0,1,0,1,0.0,6.92,0.00,0.00,0,0.1,0.1,0.06,-0.1,-0.1
Kevin Trapp,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
Christopher Trimmel,0,0,0,2,2,0,100.0,0.10,0.10,0.00,0.00,0.1,0.1,0.05,-0.1,-0.1
Anthony Ujah,2,0,0,14,4,0,28.6,2.10,0.60,0.14,0.50,1.5,1.5,0.11,+0.5,+0.5
Sven Ulreich,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0
Dayot Upamecano,0,0,0,14,4,0,28.6,0.80,0.23,0.00,0.00,1.8,1.8,0.14,-1.8,-1.8
Mark Uth,0,0,0,8,3,0,37.5,2.05,0.77,0.00,0.00,0.9,0.9,0.12,-0.9,-0.9
Mark Uth,2,0,0,14,7,2,50.0,3.73,1.86,0.14,0.29,1.7,1.7,0.12,+0.3,+0.3
Ruben Vargas,4,0,0,37,16,0,43.2,2.02,0.88,0.11,0.25,5.2,5.2,0.14,-1.2,-1.2
Sebastian Vasiliadis,1,0,0,24,6,0,25.0,1.17,0.29,0.04,0.17,1.2,1.2,0.05,-0.2,-0.2
Miloš Veljković,0,0,0,2,0,0,0.0,0.17,0.00,0.00,0,0.1,0.1,0.05,-0.1,-0.1
Birger Verstraete,0,0,0,8,2,4,25.0,1.08,0.27,0.00,0.00,0.3,0.3,0.04,-0.3,-0.3
Kevin Vogt,0,0,0,1,0,0,0.0,0.21,0.00,0.00,0,0.1,0.1,0.08,-0.1,-0.1
Kevin Vogt,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
Kevin Volland,9,0,0,66,28,1,42.4,3.27,1.39,0.14,0.32,10.3,10.3,0.16,-1.3,-1.3
Luca Waldschmidt,5,3,3,24,6,1,25.0,2.83,0.71,0.08,0.33,2.6,1.1,0.05,+2.4,+0.9
Wout Weghorst,10,3,3,56,23,0,41.1,2.85,1.17,0.13,0.30,10.3,8.1,0.14,-0.3,-1.1
Julian Weigl,1,0,0,9,3,0,33.3,0.79,0.26,0.11,0.33,0.3,0.3,0.03,+0.7,+0.7
Mitchell Weiser,0,0,0,3,0,0,0.0,0.43,0.00,0.00,0,0.2,0.2,0.06,-0.2,-0.2
Wendell,0,0,0,8,0,0,0.0,0.59,0.00,0.00,0,0.2,0.2,0.03,-0.2,-0.2
Oscar Wendt,2,0,0,9,3,0,33.3,0.65,0.22,0.22,0.67,1.2,1.2,0.14,+0.8,+0.8
Timo Werner,20,3,3,85,41,0,48.2,4.08,1.97,0.20,0.41,16.1,13.8,0.16,+3.9,+3.2
Felix Wiedwald,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
William,1,0,0,17,6,1,35.3,1.12,0.40,0.06,0.17,1.5,1.5,0.09,-0.5,-0.5
Axel Witsel,4,0,0,22,6,0,27.3,1.29,0.35,0.18,0.67,1.8,1.8,0.08,+2.2,+2.2
Hannes Wolf,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
Marius Wolf,1,0,0,12,2,0,16.7,0.91,0.15,0.08,0.50,0.9,0.9,0.07,+0.1,+0.1
Nick Woltemade,0,0,0,1,0,0,0.0,1.55,0.00,0.00,0,0.0,0.0,0.04,0.0,0.0
Dan-Axel Zagadou,0,0,0,3,2,0,66.7,0.40,0.26,0.00,0.00,0.1,0.1,0.04,-0.1,-0.1
Denis Zakaria,2,0,0,22,5,0,22.7,1.14,0.26,0.09,0.40,1.5,1.5,0.07,+0.5,+0.5
Robin Zentner,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
Jean Zimmer,0,0,0,9,1,0,11.1,1.53,0.17,0.00,0.00,0.3,0.3,0.03,-0.3,-0.3
Matthias Zimmermann,1,0,0,13,1,0,7.7,0.59,0.05,0.08,1.00,0.6,0.6,0.04,+0.4,+0.4
Leopold Zingerle,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
Joshua Zirkzee,2,0,0,2,2,0,100.0,25.71,25.71,1.00,1.00,0.6,0.6,0.29,+1.4,+1.4
Ben Zolinski,3,0,0,14,5,0,35.7,1.26,0.45,0.21,0.60,2.5,2.5,0.18,+0.5,+0.5
Steven Zuber,0,0,0,4,0,0,0.0,1.73,0.00,0.00,0,0.2,0.2,0.04,-0.2,-0.2
