Player,Goals,PK,PK Attempts,Shots Total,Shots on Target,FK Shots,Shots on Target %,Shots per 90,SOT per 90,Goals per Shot,Goals per SOT,xG,npxG,npxG per Shot,Goals minus xG,np Goals minus xG 
Quique,0,0,0,6,1,0,16.7,1.58,0.26,0.00,0.00,0.4,0.4,0.07,-0.4,-0.4
Nemanja Radoja,1,0,0,3,2,0,66.7,0.20,0.13,0.33,0.50,0.2,0.2,0.05,+0.8,+0.8
Rafinha,2,0,0,19,6,0,31.6,1.41,0.44,0.11,0.33,1.2,1.2,0.06,+0.8,+0.8
Rafinha,0,0,0,6,1,0,16.7,2.89,0.48,0.00,0.00,0.5,0.5,0.08,-0.5,-0.5
Baba Rahman,0,0,0,1,0,0,0.0,0.83,0.00,0.00,0,0.0,0.0,0.05,0.0,0.0
Antonio Raillo,1,0,0,12,2,0,16.7,0.63,0.10,0.08,0.50,1.8,1.8,0.15,-0.8,-0.8
Ivan Rakitić,0,0,0,15,3,0,20.0,1.71,0.34,0.00,0.00,1.1,1.1,0.07,-1.1,-1.1
Sandro Ramírez,1,0,1,27,10,3,37.0,2.76,1.02,0.04,0.10,3.7,2.9,0.11,-2.7,-1.9
Iván Ramis,1,0,0,4,2,0,50.0,0.79,0.39,0.25,0.50,0.2,0.2,0.06,+0.8,+0.8
Adrián Ramos,0,0,0,6,2,0,33.3,2.43,0.81,0.00,0.00,0.5,0.5,0.08,-0.5,-0.5
Sergio Ramos,5,3,3,23,7,2,30.4,1.06,0.32,0.09,0.29,5.4,3.1,0.14,-0.4,-1.1
Raúl,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
Recio,0,0,0,16,6,0,37.5,1.20,0.45,0.00,0.00,0.9,0.9,0.06,-0.9,-0.9
Sergio Reguilón,1,0,0,21,4,0,19.0,1.12,0.21,0.05,0.25,1.3,1.3,0.06,-0.3,-0.3
Manolo Reina,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
Álex Remiro,0,0,0,1,0,0,0.0,0.06,0.00,0.00,0,0.1,0.1,0.14,-0.1,-0.1
Luis Rioja,0,0,0,6,1,0,16.7,0.48,0.08,0.00,0.00,0.2,0.2,0.04,-0.2,-0.2
Rodrigo Riquelme,0,0,0,1,0,0,0.0,7.50,0.00,0.00,0,0.1,0.1,0.11,-0.1,-0.1
Cristian Rivera,0,0,0,1,0,0,0.0,0.29,0.00,0.00,0,0.0,0.0,0.04,0.0,0.0
Sergi Roberto,1,0,0,6,2,0,33.3,0.31,0.10,0.17,0.50,0.5,0.5,0.08,+0.5,+0.5
Joel Robles,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
Marc Roca,2,2,2,21,2,0,9.5,0.95,0.09,0.00,0.00,2.1,0.5,0.03,-0.1,-0.5
Rubén Rochina,4,0,0,45,10,3,22.2,3.21,0.71,0.09,0.40,2.0,2.0,0.04,+2.0,+2.0
Rodrigo,2,0,0,28,10,0,35.7,1.84,0.66,0.07,0.20,4.1,4.1,0.15,-2.1,-2.1
Kévin Rodrigues,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
Kévin Rodrigues,1,0,0,9,5,1,55.6,0.74,0.41,0.11,0.20,0.6,0.6,0.06,+0.4,+0.4
Óscar Rodríguez Arnaiz,5,0,0,38,17,11,44.7,2.36,1.06,0.13,0.29,2.2,2.2,0.06,+2.8,+2.8
Ángel Rodríguez,10,1,1,36,16,0,44.4,3.41,1.52,0.25,0.56,4.9,4.1,0.11,+5.1,+4.9
Dani Rodríguez,4,1,1,34,7,0,20.6,1.58,0.33,0.09,0.43,4.0,3.2,0.09,0.0,-0.2
Guido Rodríguez,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
James Rodríguez,1,0,0,9,1,1,11.1,2.38,0.26,0.11,1.00,0.9,0.9,0.10,+0.1,+0.1
Rodrygo,2,0,0,11,5,0,45.5,1.49,0.68,0.18,0.40,1.8,1.8,0.16,+0.2,+0.2
Facundo Roncaglia,1,0,0,2,1,0,50.0,0.21,0.11,0.50,1.00,0.0,0.0,0.01,+1.0,+1.0
Roberto Rosales,0,0,0,2,0,1,0.0,0.16,0.00,0.00,0,0.1,0.1,0.03,-0.1,-0.1
Rubén,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
Waldo Rubio,0,0,0,9,2,0,22.2,1.83,0.41,0.00,0.00,0.3,0.3,0.03,-0.3,-0.3
Aitor Ruibal,0,0,0,4,0,0,0.0,0.90,0.00,0.00,0,0.3,0.3,0.08,-0.3,-0.3
Jorge Sáenz,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
Borja Sainz,0,0,0,6,4,0,66.7,1.72,1.15,0.00,0.00,0.9,0.9,0.15,-0.9,-0.9
Yannis Salibur,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
Mohammed Salisu,1,0,0,5,1,0,20.0,0.21,0.04,0.20,1.00,1.0,1.0,0.20,0.0,0.0
Fede San Emeterio,0,0,0,1,0,0,0.0,0.09,0.00,0.00,0,0.0,0.0,0.03,0.0,0.0
Mikel San José,0,0,0,6,1,0,16.7,1.53,0.25,0.00,0.00,0.6,0.6,0.10,-0.6,-0.6
Oihan Sancet,0,0,0,5,2,0,40.0,1.46,0.58,0.00,0.00,0.3,0.3,0.06,-0.3,-0.3
Germán Sánchez,2,0,0,8,3,0,37.5,0.51,0.19,0.25,0.67,1.2,1.2,0.15,+0.8,+0.8
Manuel Sánchez,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
Víctor Sánchez,0,0,0,6,0,1,0.0,0.38,0.00,0.00,0,0.2,0.2,0.03,-0.2,-0.2
Luca Sangalli,0,0,0,7,5,0,71.4,2.09,1.49,0.00,0.00,0.5,0.5,0.07,-0.5,-0.5
Oier Sanjurjo,2,0,0,10,4,0,40.0,0.65,0.26,0.20,0.50,1.3,1.3,0.13,+0.7,+0.7
Ivan Šaponjić,0,0,0,1,0,0,0.0,45.00,0.00,0.00,0,0.2,0.2,0.19,-0.2,-0.2
Joan Sastre Vanrell,0,0,0,14,1,1,7.1,0.98,0.07,0.00,0.00,0.4,0.4,0.03,-0.4,-0.4
Stefan Savić,0,0,0,1,1,0,100.0,0.09,0.09,0.00,0.00,0.0,0.0,0.05,0.0,0.0
Aleksandar Sedlar,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
Nélson Semedo,0,0,0,4,0,0,0.0,0.32,0.00,0.00,0,0.3,0.3,0.07,-0.3,-0.3
Josep Señé,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
Salva Sevilla,3,2,3,19,7,8,36.8,1.00,0.37,0.05,0.14,3.0,0.7,0.04,0.0,+0.3
Sidnei,0,0,0,2,1,0,50.0,0.30,0.15,0.00,0.00,0.1,0.1,0.06,-0.1,-0.1
Jonathan Silva,0,0,0,15,2,3,13.3,0.68,0.09,0.00,0.00,1.0,1.0,0.07,-1.0,-1.0
Rui Silva,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
Unai Simón,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
Dimitris Siovas,0,0,0,8,2,0,25.0,0.63,0.16,0.00,0.00,0.8,0.8,0.10,-0.8,-0.8
Pione Sisto,2,0,0,26,12,1,46.2,3.36,1.55,0.08,0.17,1.7,1.7,0.06,+0.3,+0.3
Antonio Sivera,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
Fyodor Smolov,1,0,0,4,2,0,50.0,2.12,1.06,0.25,0.50,0.7,0.7,0.19,+0.3,+0.3
Rubén Sobrino,1,0,0,4,3,0,75.0,3.10,2.33,0.25,0.33,0.3,0.3,0.07,+0.7,+0.7
Roberto Soldado,2,1,1,14,4,1,28.6,0.85,0.24,0.07,0.25,2.3,1.6,0.11,-0.3,-0.6
Carlos Soler,2,0,0,11,3,0,27.3,0.87,0.24,0.18,0.67,1.2,1.2,0.11,+0.8,+0.8
Kévin Soni,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
David Soria,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
Juan Soriano,0,0,0,1,1,0,100.0,0.10,0.10,0.00,0.00,0.3,0.3,0.35,-0.3,-0.3
Damián Suárez,1,0,0,11,2,3,18.2,0.60,0.11,0.09,0.50,0.5,0.5,0.05,+0.5,+0.5
Denis Suárez,1,0,1,15,7,0,46.7,1.08,0.50,0.07,0.14,2.0,1.3,0.09,-1.0,-0.3
Luis Suárez,11,1,1,51,28,1,54.9,3.59,1.97,0.20,0.36,9.7,9.0,0.18,+1.3,+1.0
Suso,1,0,0,5,3,1,60.0,2.31,1.38,0.20,0.33,0.2,0.2,0.04,+0.8,+0.8
Tachi,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
Rodrigo Tarín,0,0,0,1,0,0,0.0,0.25,0.00,0.00,0,0.2,0.2,0.16,-0.2,-0.2
Álvaro Tejero,0,0,0,5,1,0,20.0,0.41,0.08,0.00,0.00,0.1,0.1,0.03,-0.1,-0.1
Cristian Tello,0,0,0,12,4,2,33.3,2.75,0.92,0.00,0.00,1.1,1.1,0.09,-1.1,-1.1
Marc-André ter Stegen,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
David Timor,2,0,0,8,3,4,37.5,2.31,0.87,0.25,0.67,0.2,0.2,0.03,+1.8,+1.8
Jean-Clair Todibo,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
Karl Toko Ekambi,6,0,0,39,18,0,46.2,3.53,1.63,0.15,0.33,6.6,6.6,0.17,-0.6,-0.6
Raúl de Tomás,4,1,1,19,7,1,36.8,4.75,1.75,0.16,0.43,2.5,1.8,0.10,+1.5,+1.2
Toño,0,0,0,2,0,0,0.0,0.18,0.00,0.00,0,0.1,0.1,0.07,-0.1,-0.1
Ferrán Torres,4,0,0,25,9,0,36.0,1.40,0.50,0.16,0.44,3.1,3.1,0.12,+0.9,+0.9
Óliver Torres,1,0,0,11,7,0,63.6,0.98,0.62,0.09,0.14,1.2,1.2,0.11,-0.2,-0.2
Pau Torres,1,0,0,6,1,0,16.7,0.30,0.05,0.17,1.00,1.1,1.1,0.18,-0.1,-0.1
Roberto Torres,4,3,3,53,13,6,24.5,2.52,0.62,0.02,0.08,4.9,2.7,0.05,-0.9,-1.7
Aleksandar Trajkovski,0,0,0,3,0,0,0.0,1.84,0.00,0.00,0,0.1,0.1,0.05,-0.1,-0.1
Manu Trigueros,1,1,1,14,5,1,35.7,1.31,0.47,0.00,0.00,1.7,1.0,0.07,-0.7,-1.0
Kieran Trippier,0,0,0,3,0,2,0.0,0.21,0.00,0.00,0,0.2,0.2,0.06,-0.2,-0.2
Samuel Umtiti,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
Enes Ünal,4,1,1,30,12,1,40.0,1.87,0.75,0.10,0.25,3.7,3.0,0.10,+0.3,0.0
Tomáš Vaclík,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
Álvaro Vadillo,3,1,1,16,5,11,31.3,1.24,0.39,0.13,0.40,1.8,1.0,0.07,+1.2,+1.0
Germán Valera,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
Martin Valjent,0,0,0,11,3,0,27.3,0.46,0.12,0.00,0.00,0.4,0.4,0.03,-0.4,-0.4
Jesús Vallejo,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
Manu Vallejo,1,0,0,6,2,0,33.3,1.71,0.57,0.17,0.50,1.3,1.3,0.21,-0.3,-0.3
Federico Valverde,2,0,0,20,9,0,45.0,1.55,0.70,0.10,0.22,1.7,1.7,0.09,+0.3,+0.3
Raphaël Varane,3,0,0,8,3,0,37.5,0.40,0.15,0.38,1.00,0.7,0.7,0.09,+2.3,+2.3
Matías Vargas,0,0,0,18,2,1,11.1,1.72,0.19,0.00,0.00,0.9,0.9,0.05,-0.9,-0.9
Franco Vázquez,3,0,0,14,5,0,35.7,1.56,0.56,0.21,0.60,1.2,1.2,0.09,+1.8,+1.8
Kevin Vázquez,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
Lucas Vázquez,2,0,0,9,3,0,33.3,1.53,0.51,0.22,0.67,1.1,1.1,0.12,+0.9,+0.9
Unai Vencedor Paris,0,0,0,1,0,1,0.0,1.22,0.00,0.00,0,0.1,0.1,0.06,-0.1,-0.1
Mikel Vesga,0,0,0,3,1,0,33.3,0.58,0.19,0.00,0.00,0.1,0.1,0.03,-0.1,-0.1
Rúben Vezo,0,0,0,7,2,0,28.6,0.39,0.11,0.00,0.00,0.7,0.7,0.10,-0.7,-0.7
Fede Vico,1,1,1,3,0,0,0.0,0.97,0.00,0.00,0,0.8,0.1,0.03,+0.2,-0.1
Aleix Vidal,2,0,0,19,7,3,36.8,0.94,0.35,0.11,0.29,2.3,2.3,0.12,-0.3,-0.3
Arturo Vidal,6,0,0,10,7,0,70.0,1.20,0.84,0.60,0.86,2.6,2.6,0.26,+3.4,+3.4
Nacho Vidal,0,0,0,7,2,0,28.6,0.43,0.12,0.00,0.00,0.5,0.5,0.07,-0.5,-0.5
Dídac Vilà,0,0,0,8,2,0,25.0,0.49,0.12,0.00,0.00,0.6,0.6,0.07,-0.6,-0.6
Toni Villa,0,0,0,12,5,0,41.7,1.08,0.45,0.00,0.00,0.6,0.6,0.05,-0.6,-0.6
Asier Villalibre,1,0,0,9,2,0,22.2,2.38,0.53,0.11,0.50,0.9,0.9,0.10,+0.1,+0.1
Juan Villar,1,1,1,5,2,0,40.0,1.92,0.77,0.00,0.00,1.1,0.3,0.07,-0.1,-0.3
Vitolo,2,0,0,14,8,0,57.1,1.33,0.76,0.14,0.25,1.6,1.6,0.12,+0.4,+0.4
Šime Vrsaljko,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
Nikola Vukčević,0,0,0,3,1,0,33.3,0.32,0.11,0.00,0.00,0.2,0.2,0.06,-0.2,-0.2
Moussa Wagué,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
Wakaso,0,0,0,14,1,0,7.1,0.98,0.07,0.00,0.00,0.3,0.3,0.02,-0.3,-0.3
Daniel Wass,1,0,0,14,3,0,21.4,0.66,0.14,0.07,0.33,0.9,0.9,0.07,+0.1,+0.1
Iñaki Williams,5,1,1,27,15,0,55.6,1.22,0.68,0.15,0.27,4.8,4.1,0.15,+0.2,-0.1
Okay Yokuşlu,0,0,0,4,1,0,25.0,0.33,0.08,0.00,0.00,0.1,0.1,0.02,-0.1,-0.1
Joseba Zaldúa,0,0,0,7,2,0,28.6,0.35,0.10,0.00,0.00,0.2,0.2,0.02,-0.2,-0.2
Andre-Frank Zambo Anguissa,1,0,0,23,6,0,26.1,1.26,0.33,0.04,0.17,1.4,1.4,0.06,-0.4,-0.4
Igor Zubeldia,0,0,0,8,0,0,0.0,0.42,0.00,0.00,0,0.1,0.1,0.02,-0.1,-0.1
David Zurutuza,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
Martin Ødegaard,4,0,0,35,12,3,34.3,1.81,0.62,0.11,0.33,2.3,2.3,0.07,+1.7,+1.7
