Rk,Player,Position,Squad,90s,Assists,xA,Assists-xA,KeyPasses,Total Completed Passes,Total Attempted Passes,Total Pass Completion %,Short Completed Passes,Short Attempted Passes,Short Pass Completion %,Medium Completed Passes,Medium Attempted Passes,Medium Pass Completion %,Long Completed Passes,Long Attempted Passes,Long Pass Completion %,Through Ball Passes,Corner Kicks,Passes into final third,Passes Into Penalty Box,Crosses into Penalty Box
19,Florin Andone,MID,Brighton,0.8,0,0.0,0.0,1,8,12,66.7,0,1,0.0,8,11,72.7,0,0,0,0,1,0,0,0
20,Angeliño,DEF,Manchester City,4.7,0,1.2,-1.2,9,335,426,78.6,4,14,28.6,266,304,87.5,65,108,60.2,0,0,33,14,7
21,Michail Antonio,FWD,West Ham,7.4,1,1.0,0.0,7,130,202,64.4,1,15,6.7,113,153,73.9,16,34,47.1,3,0,6,4,2
22,Stuart Armstrong,MID,Southampton,10.7,0,0.7,-0.7,6,245,329,74.5,8,28,28.6,207,256,80.9,30,45,66.7,0,0,15,7,0
23,Kepa Arrizabalaga,GK,Chelsea,24.0,0,0.0,0.0,0,620,781,79.4,0,0,0,341,345,98.8,279,436,64.0,0,0,1,0,0
24,Christian Atsu,FWD,Newcastle Utd,8.1,3,1.0,+2.0,13,160,204,78.4,6,14,42.9,131,149,87.9,23,41,56.1,1,6,2,11,4
25,Pierre-Emerick Aubameyang,FWD,Arsenal,23.6,1,1.8,-0.8,16,417,602,69.3,6,40,15.0,362,472,76.7,49,90,54.4,0,1,19,30,7
26,Serge Aurier,DEF,Tottenham,20.1,4,2.3,+1.7,22,828,1081,76.6,11,48,22.9,706,824,85.7,111,209,53.1,1,0,41,17,6
27,Jordan Ayew,FWD,Crystal Palace,23.6,1,1.6,-0.6,18,452,563,80.3,25,49,51.0,371,433,85.7,56,81,69.1,2,0,31,16,0
28,César Azpilicueta,DEF,Chelsea,23.9,3,4.1,-1.1,28,1392,1786,77.9,27,85,31.8,1171,1366,85.7,194,335,57.9,1,0,80,21,7
29,Eric Bailly,DEF,Manchester Utd,1.0,0,0.0,0.0,0,28,33,84.8,0,1,0.0,21,24,87.5,7,8,87.5,0,0,1,0,0
30,Leighton Baines,DEF,Everton,1.7,0,0.1,-0.1,1,61,74,82.4,0,2,0.0,51,54,94.4,10,18,55.6,0,2,3,2,2
31,Fabián Balbuena,DEF,West Ham,12.0,0,0.0,0.0,0,337,451,74.7,2,7,28.6,203,240,84.6,132,204,64.7,1,0,23,2,0
32,George Baldock,DEF,Sheffield Utd,26.0,3,1.6,+1.4,15,772,1043,74.0,26,79,32.9,661,755,87.5,85,209,40.7,0,1,44,11,6
33,Phil Bardsley,DEF,Burnley,11.0,0,0.3,-0.3,2,281,431,65.2,5,23,21.7,221,275,80.4,55,133,41.4,1,0,31,7,2
34,Ross Barkley,MID,Chelsea,5.4,0,1.1,-1.1,11,242,282,85.8,2,5,40.0,182,209,87.1,58,68,85.3,0,1,21,11,1
35,Ashley Barnes,FWD,Burnley,15.1,0,0.5,-0.5,4,155,253,61.3,7,22,31.8,134,187,71.7,14,44,31.8,1,0,5,8,0
36,Harvey Barnes,MID,Leicester City,16.6,6,2.1,+3.9,21,383,503,76.1,11,34,32.4,338,410,82.4,34,59,57.6,1,0,22,32,2
37,Chris Basham,DEF,Sheffield Utd,25.1,0,0.7,-0.7,7,716,992,72.2,19,47,40.4,543,670,81.0,154,275,56.0,0,0,46,5,3
38,Borja Bastón,FWD,Aston Villa,0.1,0,0.0,0.0,0,1,2,50.0,0,0,0,1,2,50.0,0,0,0,0,0,0,0,0
39,Michy Batshuayi,FWD,Chelsea,2.3,1,0.2,+0.8,3,57,71,80.3,5,9,55.6,47,56,83.9,5,6,83.3,0,0,1,0,0
40,Jan Bednarek,DEF,Southampton,24.0,0,0.1,-0.1,1,748,936,79.9,7,17,41.2,544,624,87.2,197,295,66.8,0,0,42,2,0
41,Héctor Bellerín,DEF,Arsenal,5.9,0,0.1,-0.1,1,299,364,82.1,5,16,31.3,262,297,88.2,32,51,62.7,0,0,24,2,1
42,Ryan Bennett,DEF,Wolves,6.7,0,0.1,-0.1,2,185,239,77.4,3,4,75.0,115,136,84.6,67,99,67.7,0,0,23,1,0
43,Nabil Bentaleb,MID,Newcastle Utd,2.0,0,0.1,-0.1,5,66,78,84.6,2,3,66.7,45,52,86.5,19,23,82.6,0,0,8,2,1
44,Christian Benteke,FWD,Crystal Palace,7.3,0,1.3,-1.3,11,97,179,54.2,4,12,33.3,80,143,55.9,13,24,54.2,2,0,7,6,1
45,Jóhann Berg Guðmundsson,MID,Burnley,4.5,0,0.5,-0.5,6,73,119,61.3,1,5,20.0,52,74,70.3,20,40,50.0,0,6,2,4,3
46,Sander Berge,MID,Sheffield Utd,1.4,0,0.0,0.0,0,29,45,64.4,0,3,0.0,24,34,70.6,5,8,62.5,0,0,1,1,0
47,Steven Bergwijn,FWD,Tottenham,1.8,0,0.1,-0.1,3,33,39,84.6,0,0,0,31,34,91.2,2,5,40.0,0,0,3,2,0
48,Bernard,MID,Everton,10.2,2,1.3,+0.7,16,293,409,71.6,7,28,25.0,252,315,80.0,34,66,51.5,4,6,23,20,2
49,Bernardo,DEF,Brighton,6.0,0,0.2,-0.2,2,238,310,76.8,3,14,21.4,202,239,84.5,33,57,57.9,0,0,20,7,3
50,Ryan Bertrand,DEF,Southampton,19.5,1,2.2,-1.2,24,741,1005,73.7,9,52,17.3,611,730,83.7,121,223,54.3,0,12,71,23,9
51,Muhamed Bešić,MID,Sheffield Utd,2.7,0,0.1,-0.1,1,86,106,81.1,1,5,20.0,66,76,86.8,19,25,76.0,0,0,6,2,0
52,Philip Billing,MID,Bournemouth,21.1,1,0.9,+0.1,11,709,921,77.0,16,36,44.4,516,643,80.2,177,242,73.1,1,0,61,7,1
53,Yves Bissouma,MID,Brighton,4.5,0,0.1,-0.1,2,192,233,82.4,4,6,66.7,143,169,84.6,45,58,77.6,0,0,14,1,0
54,Willy Boly,DEF,Wolves,10.0,1,0.3,+0.7,3,315,400,78.8,5,9,55.6,234,263,89.0,76,128,59.4,4,0,18,2,0
55,Gaëtan Bong,MID,Brighton,0.6,0,0.1,-0.1,2,24,35,68.6,0,1,0.0,16,22,72.7,8,12,66.7,0,0,3,1,1
56,Sofiane Boufal,MID,Southampton,6.9,2,2.4,-0.4,12,210,273,76.9,5,13,38.5,177,213,83.1,28,47,59.6,1,1,14,12,2
57,Robbie Brady,MID,Burnley,4.4,2,0.2,+1.8,6,72,120,60.0,2,6,33.3,57,78,73.1,13,36,36.1,0,3,4,4,1
58,Claudio Bravo,GK,Manchester City,3.8,0,0.0,0.0,0,101,132,76.5,0,0,0,60,61,98.4,41,71,57.7,0,0,0,0,0
59,Emi Buendía,FWD,Norwich City,20.1,7,6.5,+0.5,66,881,1159,76.0,23,59,39.0,667,773,86.3,191,327,58.4,13,84,114,43,2
60,Dan Burn,DEF,Brighton,20.9,0,1.0,-1.0,13,993,1272,78.1,15,60,25.0,818,931,87.9,160,281,56.9,1,0,81,16,6
61,Sam Byram,DEF,Norwich City,14.4,0,0.5,-0.5,7,625,763,81.9,14,32,43.8,529,600,88.2,82,131,62.6,0,0,22,5,0
62,Willy Caballero,GK,Chelsea,2.0,0,0.0,0.0,0,48,63,76.2,0,0,0,32,32,100.0,16,31,51.6,0,0,0,0,0
63,Gary Cahill,DEF,Crystal Palace,17.0,1,0.3,+0.7,2,594,672,88.4,5,11,45.5,379,408,92.9,210,253,83.0,0,0,24,2,0
64,Dominic Calvert-Lewin,FWD,Everton,18.4,1,0.9,+0.1,13,265,398,66.6,9,28,32.1,227,326,69.6,29,44,65.9,1,0,24,7,1
65,Víctor Camarasa,MID,Crystal Palace,0.1,0,0.0,0.0,0,3,3,100.0,0,0,0,3,3,100.0,0,0,0,0,0,0,0,0
66,João Cancelo,DEF,Manchester City,7.7,0,1.0,-1.0,8,550,629,87.4,3,14,21.4,446,489,91.2,101,126,80.2,1,1,51,10,1
67,Todd Cantwell,FWD,Norwich City,20.9,2,2.4,-0.4,29,683,860,79.4,30,56,53.6,586,683,85.8,67,121,55.4,0,3,51,18,1
68,Étienne Capoue,MID,Watford,20.8,2,1.4,+0.6,11,863,1054,81.9,14,29,48.3,622,711,87.5,227,314,72.3,2,4,101,7,1
69,Andy Carroll,FWD,Newcastle Utd,5.6,3,1.6,+1.4,9,100,163,61.3,5,11,45.5,78,118,66.1,17,34,50.0,1,0,10,5,1
70,Jonny Castro,DEF,Wolves,23.5,1,0.8,+0.2,14,852,1050,81.1,22,54,40.7,757,876,86.4,73,120,60.8,0,2,44,15,2
71,Craig Cathcart,DEF,Watford,23.2,0,0.1,-0.1,1,599,719,83.3,3,10,30.0,393,432,91.0,203,277,73.3,0,0,33,3,1
72,Dani Ceballos,MID,Arsenal,8.3,2,0.9,+1.1,14,497,584,85.1,3,18,16.7,364,389,93.6,130,177,73.4,1,30,57,16,0
73,Nathaniel Chalobah,MID,Watford,8.6,1,0.7,+0.3,5,218,289,75.4,5,13,38.5,176,215,81.9,37,61,60.7,1,12,23,2,0
74,Calum Chambers,DEF,Arsenal,12.3,1,0.8,+0.2,4,702,865,81.2,7,31,22.6,503,571,88.1,192,263,73.0,0,0,36,5,2
75,Ben Chilwell,DEF,Leicester City,20.9,3,2.8,+0.2,26,1225,1563,78.4,16,59,27.1,1048,1188,88.2,161,316,50.9,2,7,78,16,10
76,Tahith Chong,FWD,Manchester Utd,0.3,0,0.0,0.0,0,6,10,60.0,0,1,0.0,6,8,75.0,0,1,0.0,0,0,0,0,0
77,Hamza Choudhury,MID,Leicester City,7.9,1,0.1,+0.9,3,365,415,88.0,6,15,40.0,283,311,91.0,76,89,85.4,0,0,24,2,0
78,Andreas Christensen,DEF,Chelsea,12.0,0,0.5,-0.5,2,626,681,91.9,2,6,33.3,363,383,94.8,261,292,89.4,1,0,36,2,0
79,Ciaran Clark,DEF,Newcastle Utd,13.2,0,0.0,0.0,1,253,322,78.6,3,6,50.0,175,201,87.1,75,115,65.2,0,0,20,2,0
80,Leon Clarke,MID,Sheffield Utd,0.1,0,0.0,0.0,0,3,3,100.0,0,0,0,3,3,100.0,0,0,0,0,0,0,0,0
81,Tom Cleverley,MID,Watford,7.2,0,0.4,-0.4,12,257,315,81.6,9,16,56.3,214,238,89.9,34,61,55.7,1,3,22,11,2
82,Conor Coady,DEF,Wolves,26.0,0,0.5,-0.5,4,1035,1210,85.5,5,11,45.5,522,563,92.7,508,636,79.9,3,0,75,5,0
83,Séamus Coleman,DEF,Everton,12.9,1,0.6,+0.4,7,580,741,78.3,9,45,20.0,477,548,87.0,94,148,63.5,1,0,49,4,0
84,Aaron Connolly,FWD,Brighton,9.1,0,0.2,-0.2,4,84,115,73.0,8,15,53.3,66,87,75.9,10,13,76.9,1,0,2,1,0
85,Lewis Cook,MID,Bournemouth,9.3,0,0.7,-0.7,7,389,485,80.2,5,20,25.0,285,330,86.4,99,135,73.3,4,1,41,6,0
86,Steve Cook,DEF,Bournemouth,18.3,0,0.3,-0.3,3,738,896,82.4,5,16,31.3,466,522,89.3,267,358,74.6,0,0,29,2,0
87,Jack Cork,MID,Burnley,23.3,0,0.7,-0.7,9,588,746,78.8,25,48,52.1,462,544,84.9,101,154,65.6,3,0,48,7,1
88,Aaron Cresswell,DEF,West Ham,18.5,0,0.9,-0.9,12,851,1131,75.2,12,62,19.4,695,779,89.2,144,290,49.7,3,8,88,12,7
89,Patrick Cutrone,FWD,Wolves,3.2,0,0.0,0.0,1,38,56,67.9,2,2,100.0,36,49,73.5,0,5,0.0,0,0,2,0,0
90,Diogo Dalot,DEF,Manchester Utd,0.7,0,0.0,0.0,0,51,64,79.7,1,2,50.0,40,47,85.1,10,15,66.7,0,1,1,0,0
91,Charlie Daniels,DEF,Bournemouth,1.4,0,0.1,-0.1,2,35,49,71.4,3,3,100.0,24,29,82.8,8,17,47.1,0,0,4,1,1
92,Scott Dann,DEF,Crystal Palace,4.1,1,0.1,+0.9,1,150,177,84.7,2,5,40.0,109,116,94.0,39,56,69.6,0,0,4,0,0
93,Kevin Danso,DEF,Southampton,3.1,1,0.2,+0.8,1,115,159,72.3,0,3,0.0,93,109,85.3,22,47,46.8,0,0,10,1,0
94,Ben Davies,DEF,Tottenham,5.0,0,0.2,-0.2,3,229,295,77.6,6,11,54.5,196,233,84.1,27,51,52.9,1,0,25,3,2
95,Tom Davies,MID,Everton,13.6,0,0.3,-0.3,3,402,517,77.8,5,21,23.8,315,365,86.3,82,131,62.6,4,0,48,10,0
96,Keinan Davis,FWD,Aston Villa,1.2,0,0.0,0.0,2,25,30,83.3,1,3,33.3,22,25,88.0,2,2,100.0,0,0,1,0,0
97,Craig Dawson,DEF,Watford,16.2,0,0.0,0.0,0,472,576,81.9,1,6,16.7,282,312,90.4,189,258,73.3,0,0,37,0,0
98,Kevin De Bruyne,MID,Manchester City,22.1,16,12.3,+3.7,84,1162,1554,74.8,17,58,29.3,813,983,82.7,332,513,64.7,20,136,122,71,8
99,Troy Deeney,FWD,Watford,14.1,1,2.0,-1.0,15,229,384,59.6,8,27,29.6,191,300,63.7,30,57,52.6,1,1,28,16,0
100,Fabian Delph,MID,Everton,12.3,0,0.3,-0.3,6,631,731,86.3,6,15,40.0,450,492,91.5,175,224,78.1,2,0,56,15,4
101,Leander Dendoncker,DEF,Wolves,23.2,0,0.5,-0.5,4,874,1007,86.8,5,20,25.0,632,711,88.9,237,276,85.9,0,0,46,2,0
102,Gerard Deulofeu,FWD,Watford,22.0,5,4.5,+0.5,44,558,762,73.2,24,65,36.9,425,514,82.7,109,183,59.6,3,33,27,27,2
103,Eric Dier,MID,Tottenham,7.9,2,0.1,+1.9,4,331,428,77.3,8,13,61.5,241,290,83.1,82,125,65.6,0,0,30,2,0
104,Lucas Digne,DEF,Everton,23.9,5,4.6,+0.4,57,976,1410,69.2,12,60,20.0,762,930,81.9,202,420,48.1,2,90,69,30,16
105,Virgil van Dijk,DEF,Liverpool,26.0,0,0.5,-0.5,2,1815,2005,90.5,10,15,66.7,1099,1168,94.1,706,822,85.9,4,0,133,3,0
106,Issa Diop,DEF,West Ham,17.7,0,0.3,-0.3,1,500,600,83.3,12,22,54.5,341,387,88.1,147,191,77.0,0,0,37,0,0
107,Moussa Djenepo,MID,Southampton,9.0,1,0.9,+0.1,9,171,231,74.0,7,18,38.9,151,183,82.5,13,30,43.3,2,0,10,10,2
108,Matt Doherty,DEF,Wolves,20.9,0,0.4,-0.4,11,845,1119,75.5,17,44,38.6,695,863,80.5,133,212,62.7,1,0,54,7,1
109,Abdoulaye Doucouré,MID,Watford,24.3,1,1.9,-0.9,25,963,1208,79.7,32,83,38.6,758,901,84.1,173,224,77.2,1,1,87,16,1
110,Danny Drinkwater,MID,Burnley,0.7,0,0.0,0.0,0,11,20,55.0,0,3,0.0,10,12,83.3,1,5,20.0,0,0,0,0,0
111,Danny Drinkwater,MID,Aston Villa,2.9,0,0.0,0.0,1,136,167,81.4,2,7,28.6,98,113,86.7,36,47,76.6,0,0,16,1,0
112,Josip Drmić,MID,Norwich City,1.4,0,0.0,0.0,0,29,35,82.9,0,1,0.0,28,31,90.3,1,3,33.3,0,0,2,0,0
113,Martin Dúbravka,GK,Newcastle Utd,26.0,0,0.0,0.0,0,394,733,53.8,2,4,50.0,96,97,99.0,296,632,46.8,0,0,13,0,0
114,Ondrej Duda,MID,Norwich City,3.9,0,0.8,-0.8,8,149,191,78.0,5,13,38.5,120,134,89.6,24,44,54.5,0,15,8,6,0
115,Shane Duffy,DEF,Brighton,10.9,0,0.0,0.0,1,441,528,83.5,5,10,50.0,267,301,88.7,169,217,77.9,0,0,23,4,0
116,Paul Dummett,DEF,Newcastle Utd,13.7,0,0.1,-0.1,4,358,502,71.3,3,14,21.4,283,330,85.8,72,158,45.6,0,0,46,4,3
117,Lewis Dunk,DEF,Brighton,24.0,3,0.9,+2.1,8,1442,1647,87.6,8,17,47.1,912,968,94.2,522,662,78.9,1,0,109,4,0
118,Ederson,GK,Manchester City,21.1,0,0.0,0.0,0,507,576,88.0,0,0,0,309,313,98.7,198,263,75.3,0,0,5,0,0
119,John Egan,DEF,Sheffield Utd,24.9,0,0.1,-0.1,1,709,840,84.4,7,14,50.0,415,461,90.0,287,365,78.6,0,0,41,1,0
120,Harvey Elliot,FWD,Liverpool,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,Ahmed Elmohamady,DEF,Aston Villa,7.8,1,1.2,-0.2,12,336,446,75.3,4,17,23.5,257,293,87.7,75,136,55.1,0,0,32,9,6
122,Björn Engels,DEF,Aston Villa,15.1,0,0.1,-0.1,1,491,583,84.2,3,7,42.9,290,323,89.8,198,253,78.3,0,0,46,0,0
123,Christian Eriksen,MID,Tottenham,12.1,2,2.0,0.0,23,549,743,73.9,7,19,36.8,419,499,84.0,123,225,54.7,4,46,58,21,1
124,Jonny Evans,DEF,Leicester City,25.6,1,0.2,+0.8,2,1391,1571,88.5,2,5,40.0,892,957,93.2,497,609,81.6,1,0,85,2,0
125,Łukasz Fabiański,GK,West Ham,10.5,0,0.0,0.0,0,163,304,53.6,1,2,50.0,31,32,96.9,131,270,48.5,0,0,2,0,0
126,Fabinho,MID,Liverpool,13.0,1,1.1,-0.1,13,714,832,85.8,6,18,33.3,482,536,89.9,226,278,81.3,4,0,79,14,1
127,Ralf Fährmann,GK,Norwich City,0.2,0,0.0,0.0,0,7,10,70.0,0,0,0,5,5,100.0,2,5,40.0,0,0,0,0,0
128,Kiko Femenía,DEF,Watford,15.0,0,1.2,-1.2,13,607,763,79.6,9,17,52.9,517,609,84.9,81,137,59.1,0,2,35,8,3
129,Bruno Fernandes,MID,Manchester Utd,2.0,1,0.2,+0.8,3,99,128,77.3,1,2,50.0,74,86,86.0,24,40,60.0,0,7,14,0,0
130,Gedson Fernandes,MID,Tottenham,0.4,0,0.0,0.0,1,10,14,71.4,1,2,50.0,8,9,88.9,1,3,33.3,0,0,1,0,0
131,Federico Fernández,DEF,Newcastle Utd,17.1,1,0.3,+0.7,3,464,651,71.3,7,26,26.9,320,385,83.1,137,240,57.1,1,0,33,4,3
132,Fernandinho,DEF,Manchester City,20.2,0,0.3,-0.3,5,1478,1630,90.7,7,18,38.9,973,1035,94.0,498,577,86.3,1,0,177,7,0
133,Roberto Firmino,FWD,Liverpool,24.0,7,4.8,+2.2,35,679,859,79.0,25,75,33.3,565,672,84.1,89,112,79.5,7,0,48,22,0
134,John Fleck,MID,Sheffield Utd,22.3,2,2.9,-0.9,33,680,920,73.9,25,60,41.7,520,609,85.4,135,251,53.8,2,59,80,26,5
135,Phil Foden,MID,Manchester City,2.9,1,0.5,+0.5,7,132,146,90.4,4,5,80.0,111,121,91.7,17,20,85.0,1,2,11,1,0
136,Pablo Fornals,MID,West Ham,13.8,3,1.4,+1.6,13,405,528,76.7,16,42,38.1,333,390,85.4,56,96,58.3,2,15,22,9,0
137,Ben Foster,GK,Watford,26.0,0,0.0,0.0,0,346,829,41.7,1,1,100.0,79,82,96.3,266,746,35.7,0,0,21,1,0
138,Dimitri Foulquier,MID,Watford,0.6,0,0.0,0.0,1,10,13,76.9,1,2,50.0,6,6,100.0,3,5,60.0,0,0,1,0,0
139,Juan Foyth,DEF,Tottenham,0.7,0,0.0,0.0,1,53,60,88.3,0,0,0,40,43,93.0,13,17,76.5,0,0,3,0,0
140,Simon Francis,DEF,Bournemouth,9.7,0,0.4,-0.4,4,396,500,79.2,1,7,14.3,293,329,89.1,102,164,62.2,1,0,26,3,2
141,Ryan Fraser,MID,Bournemouth,20.7,3,3.7,-0.7,39,600,879,68.3,13,47,27.7,500,605,82.6,87,227,38.3,9,58,52,36,6
142,Fred,MID,Manchester Utd,19.6,0,2.5,-2.5,33,1212,1418,85.5,18,44,40.9,864,950,90.9,330,424,77.8,3,41,125,12,2
143,Ryan Fredericks,DEF,West Ham,18.1,2,1.5,+0.5,18,571,794,71.9,17,48,35.4,475,586,81.1,79,160,49.4,0,0,22,8,3
144,Luke Freeman,MID,Sheffield Utd,3.6,0,0.3,-0.3,3,99,133,74.4,3,11,27.3,84,102,82.4,12,20,60.0,0,7,6,3,2
145,Christian Fuchs,DEF,Leicester City,6.0,0,0.1,-0.1,2,379,461,82.2,3,11,27.3,295,322,91.6,81,128,63.3,1,0,38,5,2
146,Eric García,DEF,Manchester City,3.0,0,0.0,0.0,0,240,251,95.6,1,2,50.0,184,188,97.9,55,61,90.2,0,0,11,0,0
147,James Garner,MID,Manchester Utd,0.1,0,0.0,0.0,0,15,15,100.0,0,0,0,12,12,100.0,3,3,100.0,0,0,1,0,0
148,Dwight Gayle,FWD,Newcastle Utd,2.0,1,0.2,+0.8,1,31,37,83.8,2,2,100.0,22,27,81.5,7,8,87.5,0,0,1,0,0
149,Paulo Gazzaniga,GK,Tottenham,16.9,0,0.4,-0.4,1,304,494,61.5,0,0,0,177,178,99.4,127,316,40.2,1,0,6,0,0
150,Jean-Philippe Gbamin,MID,Everton,1.5,0,0.0,0.0,0,50,67,74.6,1,4,25.0,42,47,89.4,7,16,43.8,0,0,5,0,0
151,David de Gea,GK,Manchester Utd,26.0,0,0.0,0.0,0,493,643,76.7,0,3,0.0,299,302,99.0,194,338,57.4,0,0,2,0,0
152,Anwar El Ghazi,FWD,Aston Villa,18.1,4,2.5,+1.5,29,330,494,66.8,14,41,34.1,255,328,77.7,61,125,48.8,0,17,13,13,7
153,Morgan Gibbs-White,MID,Wolves,1.4,0,0.1,-0.1,3,62,77,80.5,0,0,0,52,60,86.7,10,17,58.8,1,0,4,3,0
154,Billy Gilmour,MID,Chelsea,0.1,0,0.1,-0.1,1,9,11,81.8,1,1,100.0,6,8,75.0,2,2,100.0,0,0,0,0,0
155,Olivier Giroud,FWD,Chelsea,2.4,0,0.8,-0.8,4,50,61,82.0,3,5,60.0,46,54,85.2,1,2,50.0,0,0,1,1,0
156,Ben Godfrey,DEF,Norwich City,17.4,0,0.0,0.0,0,858,954,89.9,8,19,42.1,592,631,93.8,258,304,84.9,1,0,37,1,0
157,André Gomes,MID,Everton,6.5,0,0.4,-0.4,6,278,335,83.0,1,8,12.5,199,222,89.6,78,105,74.3,0,0,42,8,2
158,Angel Gomes,MID,Manchester Utd,0.2,0,0.2,-0.2,2,11,13,84.6,1,1,100.0,7,9,77.8,3,3,100.0,1,0,1,2,0
159,Joe Gomez,DEF,Liverpool,12.2,0,0.1,-0.1,4,936,1045,89.6,6,15,40.0,602,638,94.4,328,392,83.7,0,0,49,2,0
160,Anthony Gordon,MID,Everton,0.5,0,0.0,0.0,0,8,10,80.0,0,1,0.0,8,9,88.9,0,0,0,0,0,0,0,0
161,Dan Gosling,MID,Bournemouth,8.8,1,0.3,+0.7,4,262,333,78.7,10,27,37.0,213,247,86.2,39,59,66.1,0,0,24,4,0
162,Andre Gray,FWD,Watford,7.9,0,1.7,-1.7,8,93,141,66.0,4,14,28.6,77,108,71.3,12,19,63.2,1,0,8,3,1
163,Demarai Gray,MID,Leicester City,4.6,1,0.7,+0.3,7,165,193,85.5,5,15,33.3,139,149,93.3,21,29,72.4,2,1,5,4,0
164,Jack Grealish,FWD,Aston Villa,23.9,6,4.8,+1.2,69,862,1085,79.4,21,57,36.8,648,740,87.6,193,288,67.0,2,54,71,46,1
165,Mason Greenwood,FWD,Manchester Utd,5.5,0,0.2,-0.2,4,152,186,81.7,4,14,28.6,133,149,89.3,15,23,65.2,0,1,2,3,0
166,Arnaut Groeneveld,MID,Bournemouth,4.5,0,0.1,-0.1,2,124,159,78.0,3,12,25.0,95,117,81.2,26,30,86.7,0,0,7,4,1
167,Pascal Groß,MID,Brighton,16.6,4,4.9,-0.9,54,668,892,74.9,8,42,19.0,515,587,87.7,145,263,55.1,2,62,49,25,5
168,Vicente Guaita,GK,Crystal Palace,24.0,0,0.0,0.0,0,411,748,54.9,3,4,75.0,159,159,100.0,249,585,42.6,0,0,8,0,0
169,Mattéo Guendouzi,MID,Arsenal,17.6,1,1.1,-0.1,13,958,1079,88.8,14,38,36.8,708,762,92.9,236,279,84.6,2,1,125,18,1
170,Frederic Guilbert,DEF,Aston Villa,19.1,2,1.3,+0.7,12,605,887,68.2,6,39,15.4,462,583,79.2,137,265,51.7,1,1,62,16,8
171,İlkay Gündoğan,MID,Manchester City,15.5,1,2.3,-1.3,30,1216,1341,90.7,14,29,48.3,936,1010,92.7,266,302,88.1,8,11,115,28,1
172,Angus Gunn,GK,Southampton,10.0,0,0.0,0.0,0,111,256,43.4,0,0,0,47,47,100.0,64,209,30.6,0,0,6,1,0
173,Sébastien Haller,FWD,West Ham,21.6,1,1.3,-0.3,19,449,659,68.1,22,48,45.8,385,537,71.7,42,74,56.8,1,0,40,13,2
174,Grant Hanley,DEF,Norwich City,11.0,0,0.0,0.0,1,379,455,83.3,7,10,70.0,258,281,91.8,114,164,69.5,0,0,14,0,0
175,Kortney Hause,DEF,Aston Villa,10.0,0,0.0,0.0,0,393,540,72.8,7,20,35.0,296,353,83.9,90,167,53.9,0,0,36,1,0
176,Isaac Hayden,MID,Newcastle Utd,20.0,1,1.3,-0.3,9,448,613,73.1,7,37,18.9,361,447,80.8,80,129,62.0,3,0,32,6,1
177,Tom Heaton,GK,Aston Villa,19.9,0,0.0,0.0,0,350,614,57.0,2,2,100.0,159,159,100.0,189,453,41.7,0,0,8,0,0
178,Dean Henderson,GK,Sheffield Utd,25.0,0,0.0,0.0,0,281,727,38.7,0,0,0,72,73,98.6,209,654,32.0,0,0,34,1,0
179,Jordan Henderson,MID,Liverpool,21.0,5,2.8,+2.2,22,1333,1585,84.1,19,49,38.8,945,1027,92.0,369,509,72.5,10,1,148,23,3
180,Jeff Hendrick,MID,Burnley,18.5,2,0.7,+1.3,9,366,500,73.2,8,38,21.1,298,354,84.2,60,108,55.6,0,6,20,7,1
181,Wayne Hennessey,GK,Crystal Palace,2.0,0,0.0,0.0,0,32,66,48.5,0,0,0,7,7,100.0,25,59,42.4,0,0,3,0,0
182,Javier Hernández,FWD,West Ham,1.2,0,0.0,0.0,0,19,22,86.4,3,4,75.0,14,16,87.5,2,2,100.0,0,0,2,1,0
183,Onel Hernández,FWD,Norwich City,8.4,1,0.6,+0.4,12,131,192,68.2,3,17,17.6,120,152,78.9,8,23,34.8,1,1,2,8,2
