Rk,Player,Position,Squad,90s,Assists,xA,Assists-xA,KeyPasses,Total Completed Passes,Total Attempted Passes,Total Pass Completion %,Short Completed Passes,Short Attempted Passes,Short Pass Completion %,Medium Completed Passes,Medium Attempted Passes,Medium Pass Completion %,Long Completed Passes,Long Attempted Passes,Long Pass Completion %,Through Ball Passes,Corner Kicks,Passes into final third,Passes Into Penalty Box,Crosses into Penalty Box
485,Germán Valera,FWD,Atlético Madrid,0.0,0,0.1,-0.1,1,1,2,50.0,0,0,0,1,2,50.0,0,0,0,0,0,0,0,0
486,Martin Valjent,DEF,Mallorca,24.0,0,0.5,-0.5,2,670,790,84.8,5,9,55.6,466,509,91.6,199,272,73.2,0,0,44,0,0
487,Jesús Vallejo,DEF,Granada,0.0,0,0.0,0.0,0,9,9,100.0,0,0,0,3,3,100.0,6,6,100.0,0,0,0,0,0
488,Manu Vallejo,MID,Valencia,3.5,0,0.4,-0.4,3,54,71,76.1,2,6,33.3,40,49,81.6,12,16,75.0,1,0,6,1,0
489,Federico Valverde,MID,Real Madrid,12.9,4,3.2,+0.8,13,592,674,87.8,15,24,62.5,485,533,91.0,92,117,78.6,3,0,50,8,1
490,Raphaël Varane,DEF,Real Madrid,20.0,1,0.3,+0.7,5,913,1038,88.0,4,12,33.3,551,586,94.0,358,440,81.4,0,0,54,3,2
491,Matías Vargas,FWD,Espanyol,10.5,3,2.3,+0.7,18,241,359,67.1,7,26,26.9,194,250,77.6,40,83,48.2,8,14,18,17,2
492,Franco Vázquez,MID,Sevilla,9.0,0,0.2,-0.2,6,395,457,86.4,7,15,46.7,311,348,89.4,77,94,81.9,0,2,42,5,0
493,Kevin Vázquez,DEF,Celta Vigo,8.2,0,0.1,-0.1,3,377,466,80.9,10,24,41.7,310,351,88.3,57,91,62.6,0,0,16,2,0
494,Lucas Vázquez,FWD,Real Madrid,5.9,1,1.4,-0.4,10,235,309,76.1,4,18,22.2,201,234,85.9,30,57,52.6,1,1,7,9,3
495,Unai Vencedor Paris,MID,Athletic Bilbao,0.8,0,0.0,0.0,0,31,41,75.6,0,0,0,24,26,92.3,7,15,46.7,0,3,3,1,1
496,Mikel Vesga,MID,Athletic Bilbao,5.2,0,0.1,-0.1,2,168,214,78.5,3,8,37.5,134,152,88.2,31,54,57.4,0,1,13,5,0
497,Rúben Vezo,DEF,Levante,18.0,0,0.4,-0.4,1,572,699,81.8,7,13,53.8,344,392,87.8,221,294,75.2,0,0,27,0,0
498,Fede Vico,MID,Granada,3.1,1,0.5,+0.5,5,90,120,75.0,2,7,28.6,72,80,90.0,16,33,48.5,1,8,10,3,2
499,Aleix Vidal,MID,Alavés,20.2,4,3.5,+0.5,34,528,721,73.2,11,34,32.4,398,485,82.1,119,202,58.9,1,40,49,17,8
500,Arturo Vidal,MID,Barcelona,8.3,1,1.9,-0.9,9,508,569,89.3,15,24,62.5,428,466,91.8,65,79,82.3,2,0,34,6,0
501,Nacho Vidal,DEF,Osasuna,16.3,0,1.0,-1.0,13,625,836,74.8,8,29,27.6,486,566,85.9,131,241,54.4,0,0,51,17,3
502,Dídac Vilà,DEF,Espanyol,16.4,0,1.1,-1.1,11,575,778,73.9,4,38,10.5,467,552,84.6,104,188,55.3,1,1,38,12,5
503,Toni Villa,MID,Valladolid,11.1,1,1.4,-0.4,10,242,339,71.4,2,19,10.5,192,247,77.7,48,73,65.8,0,2,25,9,4
504,Asier Villalibre,FWD,Athletic Bilbao,3.8,0,0.0,0.0,0,42,70,60.0,1,9,11.1,35,54,64.8,6,7,85.7,0,0,3,1,0
505,Juan Villar,FWD,Osasuna,2.6,0,0.2,-0.2,3,60,88,68.2,1,8,12.5,54,70,77.1,5,10,50.0,1,0,7,3,0
506,Vitolo,MID,Atlético Madrid,10.5,1,1.3,-0.3,11,336,407,82.6,29,43,67.4,282,331,85.2,25,33,75.8,6,0,28,5,0
507,Šime Vrsaljko,DEF,Atlético Madrid,3.4,0,0.1,-0.1,1,83,128,64.8,2,5,40.0,69,95,72.6,12,28,42.9,0,0,3,1,1
508,Nikola Vukčević,MID,Levante,9.4,1,0.1,+0.9,3,270,317,85.2,2,4,50.0,205,233,88.0,63,80,78.8,1,0,17,1,0
509,Moussa Wagué,DEF,Barcelona,1.0,0,0.0,0.0,0,63,81,77.8,0,6,0.0,56,64,87.5,7,11,63.6,0,0,2,1,0
510,Wakaso,MID,Alavés,14.3,0,0.1,-0.1,2,351,488,71.9,5,12,41.7,216,263,82.1,130,213,61.0,3,1,42,3,0
511,Daniel Wass,DEF,Valencia,21.1,5,2.0,+3.0,17,864,1074,80.4,15,35,42.9,730,834,87.5,119,205,58.0,0,1,57,11,4
512,Iñaki Williams,FWD,Athletic Bilbao,22.1,0,2.1,-2.1,21,344,467,73.7,15,38,39.5,287,359,79.9,42,70,60.0,2,0,10,12,2
513,Okay Yokuşlu,MID,Celta Vigo,12.2,1,0.2,+0.8,4,504,603,83.6,15,28,53.6,404,464,87.1,85,111,76.6,0,0,31,0,0
514,Joseba Zaldúa,DEF,Real Sociedad,19.8,1,1.2,-0.2,10,862,1095,78.7,10,33,30.3,712,811,87.8,140,251,55.8,0,2,45,12,9
515,Andre-Frank Zambo Anguissa,MID,Villarreal,18.2,0,0.6,-0.6,13,806,929,86.8,11,24,45.8,673,750,89.7,122,155,78.7,0,0,71,10,0
516,Igor Zubeldia,MID,Real Sociedad,19.0,1,0.4,+0.6,2,1018,1136,89.6,8,19,42.1,712,756,94.2,298,361,82.5,2,0,51,1,0
517,David Zurutuza,MID,Real Sociedad,1.0,0,0.0,0.0,0,41,53,77.4,2,2,100.0,32,40,80.0,7,11,63.6,0,0,3,1,0
518,Martin Ødegaard,MID,Real Sociedad,19.4,5,4.6,+0.4,44,942,1169,80.6,18,47,38.3,761,859,88.6,163,263,62.0,8,56,112,60,2
