Player,Goals,PK,PK Attempts,Shots Total,Shots on Target,FK Shots,Shots on Target %,Shots per 90,SOT per 90,Goals per Shot,Goals per SOT,xG,npxG,npxG per Shot,Goals minus xG,np Goals minus xG 
Gerard Deulofeu,4,1,1,58,21,7,36.2,2.64,0.95,0.05,0.14,5.1,4.3,0.07,-1.1,-1.3
Eric Dier,0,0,0,4,1,0,25.0,0.51,0.13,0.00,0.00,0.9,0.9,0.23,-0.9,-0.9
Lucas Digne,0,0,0,22,4,10,18.2,0.92,0.17,0.00,0.00,1.1,1.1,0.05,-1.1,-1.1
Virgil van Dijk,4,0,0,17,8,0,47.1,0.65,0.31,0.24,0.50,1.8,1.8,0.11,+2.2,+2.2
Issa Diop,2,0,0,8,4,0,50.0,0.45,0.23,0.25,0.50,1.1,1.1,0.14,+0.9,+0.9
Moussa Djenepo,2,0,0,17,6,0,35.3,1.89,0.67,0.12,0.33,1.9,1.9,0.11,+0.1,+0.1
Matt Doherty,3,0,0,24,12,0,50.0,1.15,0.57,0.13,0.25,3.9,3.9,0.16,-0.9,-0.9
Abdoulaye Doucouré,4,0,0,45,9,0,20.0,1.85,0.37,0.09,0.44,3.8,3.8,0.08,+0.2,+0.2
Danny Drinkwater,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
Danny Drinkwater,0,0,0,2,0,0,0.0,0.68,0.00,0.00,0,0.1,0.1,0.05,-0.1,-0.1
Josip Drmić,1,0,0,3,1,0,33.3,2.08,0.69,0.33,1.00,1.2,1.2,0.40,-0.2,-0.2
Martin Dúbravka,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
Ondrej Duda,0,0,0,5,1,0,20.0,1.29,0.26,0.00,0.00,0.4,0.4,0.08,-0.4,-0.4
Shane Duffy,1,0,0,5,1,0,20.0,0.46,0.09,0.20,1.00,1.5,1.5,0.31,-0.5,-0.5
Paul Dummett,0,0,0,1,1,0,100.0,0.07,0.07,0.00,0.00,0.0,0.0,0.03,0.0,0.0
Lewis Dunk,2,0,0,21,8,5,38.1,0.87,0.33,0.10,0.25,2.5,2.5,0.12,-0.5,-0.5
Ederson,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
John Egan,0,0,0,16,3,0,18.8,0.64,0.12,0.00,0.00,1.3,1.3,0.08,-1.3,-1.3
Harvey Elliot,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0
Ahmed Elmohamady,0,0,0,4,0,0,0.0,0.51,0.00,0.00,0,0.2,0.2,0.06,-0.2,-0.2
Björn Engels,1,0,0,7,1,0,14.3,0.46,0.07,0.14,1.00,0.9,0.9,0.12,+0.1,+0.1
Christian Eriksen,2,0,0,26,9,7,34.6,2.14,0.74,0.08,0.22,2.0,2.0,0.08,0.0,0.0
Jonny Evans,1,0,0,19,7,0,36.8,0.74,0.27,0.05,0.14,2.0,2.0,0.11,-1.0,-1.0
Łukasz Fabiański,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
Fabinho,1,0,0,7,2,0,28.6,0.54,0.15,0.14,0.50,0.1,0.1,0.02,+0.9,+0.9
Ralf Fährmann,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
Kiko Femenía,0,0,0,4,1,0,25.0,0.27,0.07,0.00,0.00,0.1,0.1,0.03,-0.1,-0.1
