Rk,Player,Nation,Position,Squad,Age,Born,90s,Goals,PK,PKatt,Shots Total,Shots on Target,FK Shots,Shots on Target %,Shots per 90,SOT per 90,Goals per Shot,Goals per SOT,xG,npxG,npxG per Shot,Goals minus xG,np Goals minus xG,Assists,xA,Assists-xA,KeyPasses,Total Passes Completed,Total Passes Attempted,Total Passes Completed%,Short Passes Completed,Short Attempted Passes,Short Passes Completed%,Medium Passes Completed,Medium Passes Attempted,Medium Passes Completed%,Long Passes Completed,Long Passes Attempted,Long Passes Completed%,Passes With LF,Passes with RF,Free Kick Passes,Through Ball Passes,Corner Kicks,Throw Ins,Passes into final third,Passes Into Penalty Box,Crosses into Penalty Box
165,Marcel Halstenberg,de GER,DEF,RB Leipzig,27,1991,18.8,3,0,0,21,5,5,23.8,1.12,0.27,0.14,0.60,1.9,1.9,0.09,+1.1,+1.1,2,2.6,-0.6,26,968,1176,82.3,10,32,31.3,785,885,88.7,173,259,66.8,827,135,30,1,27,139,56,17,5
166,Amine Harit,ma MAR,MID,Schalke 04,22,1997,21.3,6,1,1,26,11,0,42.3,1.22,0.52,0.19,0.45,3.1,2.3,0.09,+2.9,+2.7,4,3.5,+0.5,37,671,811,82.7,22,49,44.9,541,629,86.0,108,133,81.2,62,706,14,5,5,11,61,27,2
167,Martin Harnik,at AUT,MID,Werder Bremen,32,1987,0.1,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,4,4,100.0,1,1,100.0,3,3,100.0,0,0,0,1,0,0,0,0,0,0,0,0
168,Makoto Hasebe,jp JPN,DEF,Eint Frankfurt,35,1984,14.7,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.7,-0.7,9,796,907,87.8,6,18,33.3,483,517,93.4,307,372,82.5,189,663,58,2,0,7,72,4,0
169,Kai Havertz,de GER,MID,Leverkusen,20,1999,19.0,5,0,0,34,16,0,47.1,1.79,0.84,0.15,0.31,4.3,4.3,0.13,+0.7,+0.7,3,4.7,-1.7,39,857,993,86.3,21,58,36.2,730,801,91.1,106,134,79.1,713,226,8,5,5,15,67,26,3
170,Thorgan Hazard,be BEL,FWD,Dortmund,26,1993,16.8,4,0,0,33,14,0,42.4,1.97,0.83,0.12,0.29,3.4,3.4,0.10,+0.6,+0.6,9,4.2,+4.8,38,624,830,75.2,15,56,26.8,541,639,84.7,68,135,50.4,139,633,9,2,68,19,38,20,2
171,Jonas Hector,de GER,MID,Köln,29,1990,19.3,3,0,0,24,7,2,29.2,1.24,0.36,0.13,0.43,1.6,1.6,0.07,+1.4,+1.4,2,2.7,-0.7,21,737,925,79.7,6,22,27.3,509,603,84.4,222,300,74.0,570,211,39,4,6,47,61,23,4
172,Dominique Heintz,de GER,DEF,Freiburg,25,1993,18.1,0,0,0,3,1,0,33.3,0.17,0.06,0.00,0.00,0.1,0.1,0.04,-0.1,-0.1,1,0.1,+0.9,3,748,898,83.3,6,23,26.1,463,508,91.1,279,367,76.0,710,116,36,1,0,3,87,6,2
173,Rouwen Hennings,de GER,FWD,Düsseldorf,31,1987,20.9,11,3,3,48,19,2,39.6,2.30,0.91,0.17,0.42,7.2,4.9,0.10,+3.8,+3.1,0,0.6,-0.6,15,324,470,68.9,13,34,38.2,252,343,73.5,59,93,63.4,298,87,0,0,0,3,22,9,3
174,Lucas Hernández,fr FRA,DEF,Bayern Munich,23,1996,7.1,0,0,0,1,0,0,0.0,0.14,0.00,0.00,0,0.0,0.0,0.02,0.0,0.0,0,0.0,0.0,0,522,585,89.2,5,16,31.3,389,411,94.6,128,158,81.0,509,25,16,0,0,26,36,2,0
175,Patrick Herrmann,de GER,FWD,M'gladbach,28,1991,10.9,5,0,0,27,10,1,37.0,2.49,0.92,0.19,0.50,5.4,5.4,0.20,-0.4,-0.4,4,3.3,+0.7,19,259,371,69.8,8,18,44.4,211,275,76.7,40,78,51.3,39,299,7,2,10,12,16,11,1
176,Martin Hinteregger,at AUT,DEF,Eint Frankfurt,26,1992,21.0,6,0,0,34,12,1,35.3,1.62,0.57,0.18,0.50,2.6,2.6,0.08,+3.4,+3.4,1,0.6,+0.4,7,870,1140,76.3,8,32,25.0,600,698,86.0,262,410,63.9,755,176,52,0,0,110,78,8,2
177,Marwin Hitz,ch SUI,GK,Dortmund,31,1987,3.2,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,84,100,84.0,0,0,0,44,44,100.0,40,56,71.4,4,80,3,0,0,0,0,0,0
178,André Hoffmann,de GER,DEF,Düsseldorf,26,1993,16.8,1,0,0,7,3,0,42.9,0.42,0.18,0.14,0.33,0.4,0.4,0.06,+0.6,+0.6,1,0.3,+0.7,1,676,752,89.9,3,8,37.5,373,397,94.0,300,347,86.5,147,555,28,2,0,2,23,1,0
179,Nicolas Höfler,de GER,MID,Freiburg,29,1990,20.1,1,0,0,19,2,0,10.5,0.94,0.10,0.05,0.50,2.0,2.0,0.11,-1.0,-1.0,0,0.3,-0.3,11,793,945,83.9,26,49,53.1,585,661,88.5,182,235,77.4,266,589,24,0,0,2,83,7,0
180,Jonas Hofmann,de GER,MID,M'gladbach,27,1992,8.2,2,0,0,8,4,1,50.0,0.97,0.49,0.25,0.50,1.2,1.2,0.15,+0.8,+0.8,1,1.3,-0.3,14,299,388,77.1,5,11,45.5,214,252,84.9,80,125,64.0,69,298,28,0,25,6,27,4,1
181,Marco Höger,de GER,MID,Köln,29,1989,5.8,0,0,0,1,0,0,0.0,0.17,0.00,0.00,0,0.1,0.1,0.06,-0.1,-0.1,0,0.1,-0.1,5,277,332,83.4,2,7,28.6,187,219,85.4,88,106,83.0,64,241,13,0,0,3,34,1,0
182,Lucas Höler,de GER,FWD,Freiburg,25,1994,19.7,4,0,1,33,13,0,39.4,1.67,0.66,0.12,0.31,5.0,4.2,0.13,-1.0,-0.2,2,1.6,+0.4,17,332,479,69.3,21,55,38.2,276,368,75.0,35,56,62.5,60,328,2,1,1,3,17,8,2
183,Gerrit Holtmann,de GER,MID,Paderborn 07,24,1995,7.7,1,0,0,11,7,0,63.6,1.43,0.91,0.09,0.14,0.4,0.4,0.04,+0.6,+0.6,0,0.4,-0.4,3,210,290,72.4,6,18,33.3,185,228,81.1,19,44,43.2,215,27,2,1,0,37,12,9,3
184,Timo Horn,de GER,GK,Köln,26,1993,22.0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.4,-0.4,1,499,706,70.7,1,1,100.0,207,207,100.0,291,498,58.4,410,174,49,1,0,0,23,0,0
185,Lukáš Hrádecký,fi FIN,GK,Leverkusen,29,1989,23.0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,785,1053,74.5,2,3,66.7,376,378,99.5,407,672,60.6,237,649,43,0,0,0,7,0,0
186,Benjamin Hübner,de GER,DEF,Hoffenheim,30,1989,15.6,1,0,0,18,3,0,16.7,1.15,0.19,0.06,0.33,1.2,1.2,0.07,-0.2,-0.2,2,0.4,+1.6,4,918,1055,87.0,4,11,36.4,711,749,94.9,203,295,68.8,838,154,33,3,0,5,68,8,0
187,Florian Hübner,de GER,DEF,Union Berlin,28,1991,6.2,0,0,0,3,1,0,33.3,0.48,0.16,0.00,0.00,0.6,0.6,0.19,-0.6,-0.6,0,0.1,-0.1,3,149,173,86.1,2,4,50.0,98,109,89.9,49,60,81.7,26,119,5,0,0,0,9,0,0
188,Mats Hummels,de GER,DEF,Dortmund,30,1988,19.7,1,0,0,17,3,0,17.6,0.86,0.15,0.06,0.33,1.4,1.4,0.08,-0.4,-0.4,3,1.7,+1.3,6,1347,1535,87.8,8,16,50.0,841,901,93.3,498,618,80.6,455,956,42,4,0,2,91,9,1
189,Uwe Hünemeier,de GER,DEF,Paderborn 07,33,1986,6.7,0,0,0,4,1,1,25.0,0.60,0.15,0.00,0.00,0.5,0.5,0.12,-0.5,-0.5,0,0.1,-0.1,5,311,356,87.4,2,4,50.0,192,211,91.0,117,141,83.0,85,236,13,0,0,0,33,0,0
190,Jannik Huth,de GER,GK,Paderborn 07,25,1994,6.0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,202,254,79.5,0,1,0.0,121,121,100.0,81,132,61.4,20,185,17,0,0,0,5,0,0
191,Iago,br BRA,DEF,Augsburg,22,1997,5.3,1,0,0,2,1,0,50.0,0.37,0.19,0.50,1.00,0.5,0.5,0.26,+0.5,+0.5,1,0.1,+0.9,2,107,185,57.8,5,13,38.5,87,132,65.9,15,40,37.5,97,15,3,0,0,51,6,1,0
192,Vedad Ibišević,ba BIH,FWD,Hertha BSC,34,1984,7.8,3,0,0,13,5,0,38.5,1.67,0.64,0.23,0.60,1.7,1.7,0.13,+1.3,+1.3,1,0.7,+0.3,4,91,138,65.9,6,15,40.0,69,97,71.1,16,26,61.5,9,104,0,1,0,0,6,1,0
193,Luc Ihorst,de GER,FWD,Werder Bremen,19,2000,0.1,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1,4,25.0,0,1,0.0,1,3,33.3,0,0,0,2,2,0,0,0,0,0,0,0
194,Stefan Ilsanker,at AUT,MID,Eint Frankfurt,30,1989,2.5,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,113,144,78.5,2,7,28.6,85,104,81.7,26,33,78.8,16,113,2,0,0,0,5,0,0
195,Stefan Ilsanker,at AUT,DEF,RB Leipzig,30,1989,4.6,0,0,0,6,0,0,0.0,1.29,0.00,0.00,0,0.7,0.7,0.12,-0.7,-0.7,0,0.1,-0.1,1,328,362,90.6,0,1,0.0,234,245,95.5,94,116,81.0,37,297,7,0,0,1,25,4,0
196,Marcus Ingvartsen,dk DEN,FWD,Union Berlin,23,1996,13.0,4,1,1,34,10,0,29.4,2.61,0.77,0.09,0.30,2.9,2.1,0.06,+1.1,+0.9,1,0.9,+0.1,4,221,339,65.2,6,19,31.6,184,257,71.6,31,63,49.2,199,78,1,0,1,2,12,5,2
197,Ismail Jakobs,de GER,FWD,Köln,19,1999,10.7,2,0,0,10,6,0,60.0,0.94,0.56,0.20,0.33,1.4,1.4,0.14,+0.6,+0.6,1,0.7,+0.3,6,220,326,67.5,5,20,25.0,180,234,76.9,35,72,48.6,236,25,2,0,0,32,10,9,5
198,Laurent Jans,lu LUX,DEF,Paderborn 07,26,1992,12.2,0,0,0,6,0,0,0.0,0.49,0.00,0.00,0,0.1,0.1,0.02,-0.1,-0.1,1,0.7,+0.3,6,443,605,73.2,3,29,10.3,343,406,84.5,97,170,57.1,68,383,9,1,0,114,33,3,0
199,Tony Jantschke,de GER,DEF,M'gladbach,29,1990,8.3,0,0,0,4,0,0,0.0,0.48,0.00,0.00,0,0.7,0.7,0.17,-0.7,-0.7,0,1.1,-1.1,7,390,470,83.0,3,15,20.0,267,300,89.0,120,155,77.4,72,346,10,2,0,23,34,6,1
200,Rune Jarstein,no NOR,GK,Hertha BSC,34,1984,20.3,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.2,-0.2,1,484,737,65.7,1,2,50.0,191,191,100.0,292,544,53.7,69,510,65,0,0,0,10,0,0
201,Dennis Jastrzembski,de GER,DEF,Paderborn 07,19,2000,0.7,0,0,0,1,1,0,100.0,1.48,1.48,0.00,0.00,0.1,0.1,0.10,-0.1,-0.1,0,0.1,-0.1,1,10,18,55.6,0,3,0.0,6,7,85.7,4,8,50.0,14,3,0,0,0,1,1,1,1
202,Tin Jedvaj,hr CRO,DEF,Augsburg,23,1995,21.5,1,0,0,7,1,0,14.3,0.33,0.05,0.14,1.00,0.5,0.5,0.07,+0.5,+0.5,0,0.2,-0.2,5,601,785,76.6,10,29,34.5,394,464,84.9,197,292,67.5,86,572,59,4,0,50,35,4,0
203,Fredrik Jensen,fi FIN,FWD,Augsburg,21,1997,5.1,1,0,0,6,3,0,50.0,1.18,0.59,0.17,0.33,0.4,0.4,0.07,+0.6,+0.6,0,0.1,-0.1,1,57,88,64.8,2,7,28.6,49,63,77.8,6,18,33.3,13,65,1,0,0,0,3,3,0
204,Fabian Johnson,us USA,MID,M'gladbach,31,1987,3.0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.1,-0.1,1,89,116,76.7,4,10,40.0,74,89,83.1,11,17,64.7,31,68,1,0,0,14,4,0,0
205,Dejan Joveljić,rs SRB,FWD,Eint Frankfurt,19,1999,1.6,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,22,28,78.6,2,3,66.7,16,20,80.0,4,5,80.0,3,19,0,0,0,0,0,0,0
206,Mathias Jørgensen,dk DEN,DEF,Düsseldorf,29,1990,1.7,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,78,88,88.6,0,3,0.0,49,52,94.2,29,33,87.9,4,70,1,0,0,0,2,0,0
207,Ozan Kabak,tr TUR,DEF,Schalke 04,19,2000,12.9,3,0,0,8,5,0,62.5,0.62,0.39,0.38,0.60,1.3,1.3,0.17,+1.7,+1.7,1,0.1,+0.9,1,639,745,85.8,3,5,60.0,406,444,91.4,230,296,77.7,82,609,12,1,0,1,49,0,0
208,Pavel Kadeřábek,cz CZE,DEF,Hoffenheim,27,1992,19.3,2,0,0,23,8,0,34.8,1.19,0.41,0.09,0.25,1.9,1.9,0.08,+0.1,+0.1,3,1.7,+1.3,18,620,877,70.7,5,40,12.5,527,643,82.0,88,194,45.4,75,571,8,0,1,116,39,14,10
209,Florian Kainz,at AUT,FWD,Köln,26,1992,9.2,2,0,0,25,9,6,36.0,2.71,0.98,0.08,0.22,1.5,1.5,0.06,+0.5,+0.5,5,4.5,+0.5,30,265,416,63.7,1,14,7.1,173,226,76.5,91,176,51.7,112,273,15,1,40,19,29,16,8
210,Salomon Kalou,ci CIV,FWD,Hertha BSC,33,1985,1.6,1,0,0,6,2,0,33.3,3.78,1.26,0.17,0.50,1.2,1.2,0.21,-0.2,-0.2,0,0.2,-0.2,1,29,44,65.9,2,4,50.0,22,30,73.3,5,10,50.0,7,31,0,0,0,1,4,2,0
211,Daichi Kamada,jp JPN,MID,Eint Frankfurt,22,1996,13.4,0,0,0,31,10,2,32.3,2.32,0.75,0.00,0.00,2.6,2.6,0.09,-2.6,-2.6,2,1.5,+0.5,25,366,498,73.5,8,21,38.1,274,330,83.0,84,147,57.1,70,381,15,0,48,5,29,8,1
212,Kevin Kampl,si SVN,MID,RB Leipzig,28,1990,2.2,1,0,0,1,1,0,100.0,0.46,0.46,1.00,1.00,0.1,0.1,0.06,+0.9,+0.9,0,0.4,-0.4,2,120,139,86.3,4,7,57.1,99,109,90.8,17,23,73.9,15,117,4,2,0,2,9,2,0
213,Kenan Karaman,tr TUR,FWD,Düsseldorf,25,1994,5.8,1,0,0,11,2,0,18.2,1.90,0.34,0.09,0.50,0.9,0.9,0.10,+0.1,+0.1,1,1.1,-0.1,12,92,134,68.7,3,9,33.3,82,108,75.9,7,17,41.2,27,87,0,0,0,0,8,4,0
214,Mamoudou Karamoko,fr FRA,MID,Wolfsburg,20,1999,0.1,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,4,5,80.0,0,0,0,3,4,75.0,1,1,100.0,1,3,0,0,0,0,2,0,0
215,Florian Kastenmeier,de GER,GK,Düsseldorf,23,1996,6.0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,150,221,67.9,2,2,100.0,59,59,100.0,89,160,55.6,45,145,15,0,0,0,1,0,0
216,Noah Katterbach,de GER,DEF,Köln,18,2001,9.8,0,0,0,3,2,0,66.7,0.31,0.20,0.00,0.00,0.1,0.1,0.04,-0.1,-0.1,0,0.4,-0.4,8,364,516,70.5,2,18,11.1,280,337,83.1,82,161,50.9,262,136,14,0,0,94,36,8,3
217,Jonjoe Kenny,eng ENG,DEF,Schalke 04,22,1997,20.8,1,0,0,4,2,0,50.0,0.19,0.10,0.25,0.50,0.4,0.4,0.11,+0.6,+0.6,2,1.0,+1.0,12,843,1106,76.2,8,43,18.6,645,761,84.8,190,302,62.9,62,758,10,1,0,236,70,18,3
218,Rani Khedira,de GER,MID,Augsburg,25,1994,20.2,0,0,0,6,0,0,0.0,0.30,0.00,0.00,0,0.3,0.3,0.05,-0.3,-0.3,2,0.8,+1.2,7,429,596,72.0,13,32,40.6,329,411,80.0,87,153,56.9,65,455,7,2,0,2,40,3,0
219,Luca Kilian,de GER,DEF,Paderborn 07,19,1999,13.0,0,0,0,1,0,0,0.0,0.08,0.00,0.00,0,0.1,0.1,0.07,-0.1,-0.1,0,0.1,-0.1,1,590,653,90.4,3,9,33.3,375,397,94.5,212,247,85.8,80,541,23,0,0,3,27,1,0
220,Joshua Kimmich,de GER,MID,Bayern Munich,24,1995,21.3,1,0,0,16,8,0,50.0,0.75,0.38,0.06,0.13,0.8,0.8,0.05,+0.2,+0.2,4,5.1,-1.1,56,1663,1946,85.5,15,34,44.1,1183,1265,93.5,465,647,71.9,268,1532,71,6,114,78,158,35,4
221,Davy Klaassen,nl NED,MID,Werder Bremen,26,1993,23.0,3,1,3,24,6,0,25.0,1.04,0.26,0.08,0.33,5.1,2.8,0.12,-2.1,-0.8,3,2.0,+1.0,29,742,940,78.9,14,51,27.5,602,707,85.1,126,182,69.2,202,647,11,0,0,23,76,20,0
222,Felix Klaus,de GER,FWD,Wolfsburg,26,1992,5.3,0,0,0,16,5,0,31.3,2.99,0.94,0.00,0.00,1.5,1.5,0.10,-1.5,-1.5,0,1.0,-1.0,7,102,151,67.5,2,12,16.7,90,122,73.8,10,17,58.8,10,104,0,0,0,5,8,2,0
223,Lukas Klostermann,de GER,DEF,RB Leipzig,23,1996,19.9,2,0,0,10,4,0,40.0,0.50,0.20,0.20,0.50,2.4,2.4,0.24,-0.4,-0.4,1,1.6,-0.6,11,997,1178,84.6,13,30,43.3,807,900,89.7,177,248,71.4,199,808,19,0,0,77,72,4,1
224,Lukas Klünter,de GER,DEF,Hertha BSC,23,1996,18.0,0,0,0,1,0,0,0.0,0.06,0.00,0.00,0,0.0,0.0,0.03,0.0,0.0,2,1.8,+0.2,13,505,724,69.8,7,31,22.6,395,495,79.8,103,198,52.0,83,420,20,2,1,161,32,8,4
225,Robin Knoche,de GER,DEF,Wolfsburg,27,1992,15.2,1,0,0,4,2,0,50.0,0.26,0.13,0.25,0.50,0.5,0.5,0.13,+0.5,+0.5,0,0.1,-0.1,2,669,792,84.5,2,9,22.2,414,462,89.6,253,321,78.8,68,642,27,0,0,4,48,4,0
226,Robin Koch,de GER,DEF,Freiburg,23,1996,22.3,0,0,0,20,5,0,25.0,0.90,0.22,0.00,0.00,1.8,1.8,0.09,-1.8,-1.8,0,1.5,-1.5,12,989,1126,87.8,3,11,27.3,532,600,88.7,454,515,88.2,160,866,30,6,0,2,54,9,2
227,Dominik Kohr,de GER,MID,Eint Frankfurt,25,1994,9.3,0,0,0,18,8,0,44.4,1.93,0.86,0.00,0.00,0.8,0.8,0.05,-0.8,-0.8,2,0.5,+1.5,12,333,415,80.2,9,20,45.0,266,307,86.6,58,88,65.9,51,332,7,1,4,0,39,7,0
228,Ibrahima Konaté,fr FRA,DEF,RB Leipzig,20,1999,5.0,0,0,0,1,0,0,0.0,0.20,0.00,0.00,0,0.0,0.0,0.05,0.0,0.0,0,0.1,-0.1,1,233,259,90.0,3,4,75.0,167,179,93.3,63,76,82.9,15,226,5,0,0,0,12,0,0
229,Pascal Köpke,de GER,FWD,Hertha BSC,23,1995,1.3,0,0,0,6,3,0,50.0,4.54,2.27,0.00,0.00,0.8,0.8,0.14,-0.8,-0.8,0,0.1,-0.1,1,24,36,66.7,3,4,75.0,17,26,65.4,4,6,66.7,8,21,1,0,1,0,0,0,0
230,Filip Kostić,rs SRB,DEF,Eint Frankfurt,26,1992,21.9,4,0,0,59,22,6,37.3,2.70,1.01,0.07,0.18,4.3,4.3,0.07,-0.3,-0.3,8,6.0,+2.0,55,596,1046,57.0,12,70,17.1,430,609,70.6,154,367,42.0,763,120,37,2,80,103,41,37,29
231,Tomáš Koubek,cz CZE,GK,Augsburg,26,1992,22.0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.1,-0.1,1,442,756,58.5,0,0,0,180,180,100.0,262,576,45.5,101,508,59,0,0,1,9,0,0
232,Dawid Kownacki,pl POL,FWD,Düsseldorf,22,1997,11.7,0,0,0,26,11,0,42.3,2.22,0.94,0.00,0.00,1.9,1.9,0.07,-1.9,-1.9,0,0.7,-0.7,10,207,298,69.5,9,25,36.0,167,223,74.9,31,50,62.0,44,195,1,0,0,11,9,10,2
233,Thomas Kraft,de GER,GK,Hertha BSC,31,1988,2.0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,47,71,66.2,0,0,0,16,16,100.0,31,55,56.4,9,49,5,0,0,0,0,0,0
234,Andrej Kramarić,hr CRO,FWD,Hoffenheim,28,1991,11.5,7,1,1,31,14,2,45.2,2.70,1.22,0.19,0.43,6.8,6.1,0.20,+0.2,-0.1,2,2.6,-0.6,17,325,405,80.2,11,24,45.8,262,301,87.0,52,80,65.0,61,324,1,3,2,3,20,13,1
235,Christoph Kramer,de GER,MID,M'gladbach,28,1991,9.1,0,0,0,6,0,0,0.0,0.66,0.00,0.00,0,0.3,0.3,0.06,-0.3,-0.3,0,0.4,-0.4,5,424,515,82.3,7,16,43.8,342,399,85.7,75,100,75.0,75,396,13,1,1,2,37,8,1
236,Felix Kroos,de GER,MID,Union Berlin,28,1991,2.0,0,0,0,2,1,0,50.0,0.99,0.50,0.00,0.00,0.2,0.2,0.09,-0.2,-0.2,0,0.0,0.0,0,56,70,80.0,1,1,100.0,41,47,87.2,14,22,63.6,12,52,3,1,0,0,7,1,0
237,Lukas Kübler,de GER,DEF,Freiburg,26,1992,1.0,0,0,0,1,0,0,0.0,1.05,0.00,0.00,0,0.0,0.0,0.04,0.0,0.0,0,0.0,0.0,0,38,48,79.2,0,1,0.0,26,29,89.7,12,18,66.7,2,43,1,0,0,0,7,1,0
238,Pierre Kunde,cm CMR,MID,Mainz 05,24,1995,15.0,2,0,0,29,6,2,20.7,1.93,0.40,0.07,0.33,1.9,1.9,0.06,+0.1,+0.1,0,1.7,-1.7,9,572,734,77.9,6,21,28.6,407,477,85.3,159,236,67.4,81,598,42,1,3,9,67,10,4
239,Ahmed Kutucu,tr TUR,FWD,Schalke 04,19,2000,3.6,3,0,0,11,5,0,45.5,3.06,1.39,0.27,0.60,1.0,1.0,0.09,+2.0,+2.0,1,1.0,0.0,4,62,90,68.9,1,6,16.7,53,70,75.7,8,14,57.1,10,67,0,0,0,0,3,4,1
240,Konrad Laimer,at AUT,MID,RB Leipzig,22,1997,18.0,2,0,0,7,4,0,57.1,0.39,0.22,0.29,0.50,0.5,0.5,0.08,+1.5,+1.5,3,1.4,+1.6,8,813,983,82.7,20,53,37.7,646,724,89.2,147,206,71.4,188,738,23,3,0,5,80,16,1
241,Stefan Lainer,at AUT,DEF,M'gladbach,26,1992,18.1,1,0,0,11,4,0,36.4,0.61,0.22,0.09,0.25,0.9,0.9,0.08,+0.1,+0.1,2,2.7,-0.7,31,670,949,70.6,7,36,19.4,497,630,78.9,166,283,58.7,144,592,25,1,1,170,54,19,10
242,Michael Lang,ch SUI,DEF,Werder Bremen,28,1991,5.9,0,0,0,5,2,0,40.0,0.84,0.34,0.00,0.00,0.4,0.4,0.07,-0.4,-0.4,0,0.6,-0.6,3,266,328,81.1,1,8,12.5,220,251,87.6,45,69,65.2,26,235,5,1,0,55,11,3,2
243,Sebastian Langkamp,de GER,DEF,Werder Bremen,31,1988,2.0,0,0,0,4,1,0,25.0,2.01,0.50,0.00,0.00,0.4,0.4,0.10,-0.4,-0.4,0,0.0,0.0,0,83,99,83.8,1,3,33.3,50,58,86.2,32,38,84.2,19,68,4,0,0,0,5,0,0
244,Danny Latza,de GER,MID,Mainz 05,29,1989,9.4,0,0,0,12,3,0,25.0,1.27,0.32,0.00,0.00,0.9,0.9,0.07,-0.9,-0.9,1,1.5,-0.5,16,301,376,80.1,5,16,31.3,228,257,88.7,68,103,66.0,75,259,11,0,3,3,24,9,1
245,Mathew Leckie,au AUS,DEF,Hertha BSC,28,1991,1.3,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,32,47,68.1,1,8,12.5,27,31,87.1,4,8,50.0,9,33,0,0,0,3,1,0,0
246,Toni Leistner,de GER,DEF,Köln,28,1990,1.0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,20,24,83.3,0,1,0.0,12,14,85.7,8,9,88.9,3,16,2,0,0,0,1,0,0
247,Christopher Lenz,de GER,DEF,Union Berlin,24,1994,21.5,0,0,0,13,3,0,23.1,0.60,0.14,0.00,0.00,0.5,0.5,0.04,-0.5,-0.5,3,2.6,+0.4,19,704,992,71.0,15,53,28.3,518,629,82.4,171,310,55.2,533,138,8,0,0,262,51,20,12
248,Robert Lewandowski,pl POL,FWD,Bayern Munich,30,1988,22.7,25,3,3,106,48,2,45.3,4.67,2.12,0.21,0.46,21.0,18.7,0.18,+4.0,+3.3,3,5.3,-2.3,26,439,588,74.7,11,44,25.0,378,467,80.9,50,77,64.9,64,464,3,4,0,0,28,30,3
249,Stephan Lichtsteiner,ch SUI,DEF,Augsburg,35,1984,12.8,0,0,0,2,0,0,0.0,0.16,0.00,0.00,0,0.0,0.0,0.02,0.0,0.0,1,0.5,+0.5,9,330,475,69.5,5,23,21.7,271,331,81.9,54,121,44.6,63,236,5,0,0,134,24,4,1
250,Philipp Lienhart,at AUT,DEF,Freiburg,23,1996,11.0,0,0,0,3,2,0,66.7,0.27,0.18,0.00,0.00,0.0,0.0,0.02,0.0,0.0,1,0.5,+0.5,2,520,612,85.0,1,7,14.3,331,358,92.5,188,247,76.1,42,534,20,0,0,6,42,4,0
251,Jürgen Locadia,nl NED,FWD,Hoffenheim,25,1993,5.9,4,1,1,18,10,0,55.6,3.07,1.70,0.17,0.30,3.2,2.4,0.13,+0.8,+0.6,0,0.1,-0.1,3,97,133,72.9,3,10,30.0,82,104,78.8,12,19,63.2,22,93,1,0,0,1,8,2,1
252,Ademola Lookman,eng ENG,FWD,RB Leipzig,21,1997,1.8,0,0,0,2,0,0,0.0,1.13,0.00,0.00,0,0.1,0.1,0.03,-0.1,-0.1,0,0.1,-0.1,3,53,79,67.1,2,5,40.0,45,53,84.9,6,21,28.6,14,59,1,0,2,5,3,4,1
253,Eduard Löwen,de GER,MID,Hertha BSC,22,1997,3.4,0,0,0,5,0,2,0.0,1.45,0.00,0.00,0,0.2,0.2,0.04,-0.2,-0.2,0,0.0,0.0,0,118,147,80.3,0,2,0.0,90,103,87.4,28,42,66.7,17,119,4,0,1,0,17,1,0
254,Eduard Löwen,de GER,MID,Augsburg,22,1997,1.0,0,0,0,2,2,1,100.0,1.91,1.91,0.00,0.00,0.0,0.0,0.02,0.0,0.0,0,0.3,-0.3,3,36,48,75.0,1,1,100.0,28,33,84.8,7,14,50.0,3,42,5,0,4,0,1,0,0
