Rk,Player,Nation,Position,Squad,Age,Born,90s,Goals,PK,PKatt,Shots Total,Shots on Target,FK Shots,Shots on Target %,Shots per 90,SOT per 90,Goals per Shot,Goals per SOT,xG,npxG,npxG per Shot,Goals minus xG,np Goals minus xG,Assists,xA,Assists-xA,KeyPasses,Total Passes Completed,Total Passes Attempted,Total Passes Completed%,Short Passes Completed,Short Attempted Passes,Short Passes Completed%,Medium Passes Completed,Medium Passes Attempted,Medium Passes Completed%,Long Passes Completed,Long Passes Attempted,Long Passes Completed%,Passes With LF,Passes with RF,Free Kick Passes,Through Ball Passes,Corner Kicks,Throw Ins,Passes into final third,Passes Into Penalty Box,Crosses into Penalty Box
75,Daniel Caligiuri,it ITA,MID,Schalke 04,31,1988,18.1,1,0,0,29,6,7,20.7,1.61,0.33,0.03,0.17,1.4,1.4,0.05,-0.4,-0.4,1,3.3,-2.3,34,486,758,64.1,15,63,23.8,382,510,74.9,89,185,48.1,88,581,40,2,54,21,34,15,1
76,Emre Can,de GER,MID,Dortmund,25,1994,2.7,1,0,0,4,1,0,25.0,1.49,0.37,0.25,1.00,0.1,0.1,0.03,+0.9,+0.9,0,0.0,0.0,1,138,157,87.9,3,7,42.9,102,110,92.7,33,40,82.5,31,112,4,0,0,1,11,0,0
77,Koen Casteels,be BEL,GK,Wolfsburg,27,1992,15.0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,395,554,71.3,1,1,100.0,169,170,99.4,225,383,58.7,345,96,35,0,0,0,12,0,0
78,Timothy Chandler,us USA,DEF,Eint Frankfurt,29,1990,10.4,4,0,0,14,6,0,42.9,1.35,0.58,0.29,0.67,1.3,1.3,0.09,+2.7,+2.7,1,1.0,0.0,11,208,335,62.1,1,17,5.9,157,217,72.4,50,101,49.5,56,190,2,0,0,43,18,7,4
79,Kwon Chang-hoon,kr KOR,MID,Freiburg,25,1994,5.8,2,0,0,12,5,0,41.7,2.06,0.86,0.17,0.40,1.7,1.7,0.14,+0.3,+0.3,0,0.7,-0.7,7,151,205,73.7,3,14,21.4,123,147,83.7,25,44,56.8,153,30,1,0,0,0,13,3,0
80,Darko Churlinov,mk MKD,FWD,Köln,19,2000,0.2,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,7,11,63.6,0,2,0.0,6,8,75.0,1,1,100.0,5,6,0,0,0,0,0,0,0
81,Per Ciljan Skjelbred,no NOR,MID,Hertha BSC,32,1987,12.4,0,0,0,1,0,0,0.0,0.08,0.00,0.00,0,0.0,0.0,0.02,0.0,0.0,0,0.0,0.0,0,433,512,84.6,7,17,41.2,324,375,86.4,102,120,85.0,24,448,14,0,0,2,34,1,0
82,Jamilu Collins,ng NGA,DEF,Paderborn 07,24,1994,18.6,1,0,1,12,1,1,8.3,0.64,0.05,0.08,1.00,1.7,0.9,0.07,-0.7,+0.1,2,1.0,+1.0,12,853,1131,75.4,6,52,11.5,685,798,85.8,162,281,57.7,754,112,6,1,0,212,74,8,3
83,Kingsley Coman,fr FRA,FWD,Bayern Munich,23,1996,11.1,2,0,0,23,9,0,39.1,2.08,0.81,0.09,0.22,2.4,2.4,0.11,-0.4,-0.4,1,2.9,-1.9,20,405,522,77.6,1,16,6.3,341,412,82.8,63,94,67.0,108,395,0,0,1,3,12,22,6
84,Jhon Córdoba,co COL,FWD,Köln,26,1993,13.6,9,0,0,45,19,0,42.2,3.30,1.39,0.20,0.47,6.8,6.8,0.15,+2.2,+2.2,1,1.1,-0.1,11,192,247,77.7,7,18,38.9,155,191,81.2,30,38,78.9,29,178,0,0,0,0,9,5,0
85,Sergio Córdova,ve VEN,FWD,Augsburg,21,1997,2.9,1,0,0,2,1,0,50.0,0.70,0.35,0.50,1.00,0.6,0.6,0.29,+0.4,+0.4,1,0.8,+0.2,3,37,54,68.5,3,6,50.0,27,38,71.1,7,10,70.0,10,31,0,1,0,0,6,0,0
86,Danny da Costa,de GER,DEF,Eint Frankfurt,26,1993,11.4,1,0,0,13,3,0,23.1,1.14,0.26,0.08,0.33,1.2,1.2,0.09,-0.2,-0.2,3,2.4,+0.6,16,280,449,62.4,1,31,3.2,221,302,73.2,58,116,50.0,57,279,1,2,0,85,16,11,6
87,Philippe Coutinho,br BRA,MID,Bayern Munich,27,1992,13.4,6,1,1,48,22,2,45.8,3.57,1.64,0.10,0.23,7.0,6.3,0.13,-1.0,-1.3,6,3.4,+2.6,30,607,744,81.6,12,30,40.0,477,540,88.3,118,174,67.8,54,656,12,5,23,8,104,25,1
88,Mickaël Cuisance,fr FRA,MID,Bayern Munich,19,1999,0.4,0,0,0,2,0,0,0.0,4.86,0.00,0.00,0,0.0,0.0,0.02,0.0,0.0,0,0.0,0.0,0,31,39,79.5,0,1,0.0,25,28,89.3,6,10,60.0,35,4,0,0,3,0,4,1,0
89,Matheus Cunha,br BRA,FWD,RB Leipzig,20,1999,3.0,0,0,0,16,7,0,43.8,5.27,2.31,0.00,0.00,2.1,2.1,0.13,-2.1,-2.1,1,0.3,+0.7,3,74,96,77.1,2,7,28.6,62,76,81.6,10,13,76.9,12,73,0,0,0,1,6,5,2
90,Matheus Cunha,br BRA,FWD,Hertha BSC,20,1999,1.4,0,0,0,5,1,0,20.0,3.52,0.70,0.00,0.00,1.1,1.1,0.21,-1.1,-1.1,0,0.1,-0.1,1,21,32,65.6,2,3,66.7,13,21,61.9,6,8,75.0,3,24,0,0,0,0,4,2,0
91,Rafael Czichos,de GER,DEF,Köln,29,1990,18.9,1,0,0,9,5,0,55.6,0.48,0.26,0.11,0.20,1.1,1.1,0.12,-0.1,-0.1,1,0.4,+0.6,3,740,875,84.6,5,13,38.5,454,500,90.8,281,362,77.6,684,111,38,3,0,4,48,3,0
92,Moanes Dabour,il ISR,FWD,Hoffenheim,27,1992,3.3,0,0,0,6,2,0,33.3,1.82,0.61,0.00,0.00,1.1,1.1,0.18,-1.1,-1.1,0,0.3,-0.3,4,62,94,66.0,5,13,38.5,49,64,76.6,8,17,47.1,10,75,1,1,0,2,6,5,0
93,Mahmoud Dahoud,de GER,MID,Dortmund,23,1996,3.3,0,0,0,9,2,0,22.2,2.75,0.61,0.00,0.00,1.1,1.1,0.12,-1.1,-1.1,1,0.4,+0.6,6,279,306,91.2,2,7,28.6,224,235,95.3,53,64,82.8,30,266,4,1,0,0,26,7,0
94,Leon Dajaku,de GER,DEF,Bayern Munich,18,2001,0.1,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,5,6,83.3,0,0,0,3,4,75.0,2,2,100.0,0,5,0,0,0,1,0,0,0
95,Vladimír Darida,cz CZE,MID,Hertha BSC,28,1990,15.7,3,0,0,28,10,0,35.7,1.78,0.64,0.11,0.30,2.3,2.3,0.08,+0.7,+0.7,3,2.8,+0.2,33,553,730,75.8,4,34,11.8,392,455,86.2,157,241,65.1,153,532,23,3,17,10,53,12,3
96,Alphonso Davies,ca CAN,DEF,Bayern Munich,18,2000,16.0,1,0,0,9,2,0,22.2,0.56,0.13,0.11,0.50,1.0,1.0,0.11,0.0,0.0,4,2.2,+1.8,19,1046,1204,86.9,20,52,38.5,888,974,91.2,138,178,77.5,848,148,19,1,0,161,64,24,13
97,Thomas Delaney,dk DEN,MID,Dortmund,27,1991,5.3,0,0,0,3,0,0,0.0,0.56,0.00,0.00,0,0.5,0.5,0.17,-0.5,-0.5,0,0.0,0.0,1,259,307,84.4,3,6,50.0,203,227,89.4,53,74,71.6,244,38,7,0,0,1,18,0,0
98,Kerem Demirbay,de GER,MID,Leverkusen,26,1993,11.4,0,0,0,20,5,1,25.0,1.75,0.44,0.00,0.00,1.1,1.1,0.06,-1.1,-1.1,3,2.7,+0.3,31,603,783,77.0,10,24,41.7,449,517,86.8,144,242,59.5,613,129,33,2,69,5,66,6,0
99,Diego Demme,de GER,MID,RB Leipzig,27,1991,13.5,0,0,0,4,2,0,50.0,0.30,0.15,0.00,0.00,0.4,0.4,0.09,-0.4,-0.4,0,1.0,-1.0,12,933,1076,86.7,13,35,37.1,757,830,91.2,163,211,77.3,179,853,32,4,0,2,85,15,1
100,Moussa Diaby,fr FRA,FWD,Leverkusen,20,1999,11.4,4,0,0,27,17,0,63.0,2.37,1.49,0.15,0.24,3.5,3.5,0.13,+0.5,+0.5,2,2.4,-0.4,18,307,410,74.9,10,29,34.5,256,308,83.1,41,73,56.2,262,131,0,0,0,11,19,12,4
101,Javairô Dilrosun,nl NED,MID,Hertha BSC,21,1998,12.4,3,0,0,17,5,2,29.4,1.38,0.40,0.18,0.60,1.6,1.6,0.09,+1.4,+1.4,2,1.5,+0.5,13,259,360,71.9,4,20,20.0,207,254,81.5,48,86,55.8,271,56,4,0,5,6,25,9,4
102,Bas Dost,nl NED,FWD,Eint Frankfurt,30,1989,10.8,5,0,0,20,12,0,60.0,1.85,1.11,0.25,0.42,3.9,3.9,0.19,+1.1,+1.1,0,0.8,-0.8,9,175,297,58.9,5,17,29.4,139,228,61.0,31,52,59.6,28,156,0,2,0,0,21,2,0
103,Mohamed Dräger,tn TUN,DEF,Paderborn 07,23,1996,10.5,0,0,0,8,1,0,12.5,0.76,0.10,0.00,0.00,0.2,0.2,0.03,-0.2,-0.2,3,0.6,+2.4,5,421,553,76.1,13,39,33.3,286,352,81.3,122,162,75.3,35,372,10,1,0,116,19,6,0
104,Aleksandar Dragović,at AUT,DEF,Leverkusen,28,1991,6.0,0,0,0,2,0,0,0.0,0.33,0.00,0.00,0,0.5,0.5,0.25,-0.5,-0.5,0,0.0,0.0,0,454,503,90.3,3,7,42.9,297,321,92.5,154,175,88.0,77,396,9,0,0,9,36,0,0
105,Dominick Drexler,de GER,MID,Köln,29,1990,12.8,2,0,0,16,7,0,43.8,1.25,0.55,0.13,0.29,1.9,1.9,0.12,+0.1,+0.1,1,2.5,-1.5,17,336,467,71.9,7,28,25.0,278,344,80.8,51,95,53.7,27,394,7,1,0,17,24,16,3
106,Ondrej Duda,sk SVK,MID,Hertha BSC,24,1994,5.0,0,0,0,7,5,2,71.4,1.40,1.00,0.00,0.00,0.5,0.5,0.08,-0.5,-0.5,1,0.4,+0.6,6,152,192,79.2,4,13,30.8,121,134,90.3,27,45,60.0,19,160,11,2,3,2,18,4,0
107,Erik Durm,de GER,DEF,Eint Frankfurt,27,1992,5.5,0,0,0,13,3,0,23.1,2.35,0.54,0.00,0.00,0.6,0.6,0.05,-0.6,-0.6,0,0.1,-0.1,3,152,240,63.3,5,21,23.8,122,158,77.2,25,61,41.0,41,136,1,0,1,46,5,4,0
108,Johannes Eggestein,de GER,MID,Werder Bremen,21,1998,5.2,1,0,0,14,6,0,42.9,2.70,1.16,0.07,0.17,0.9,0.9,0.07,+0.1,+0.1,0,0.5,-0.5,6,132,183,72.1,3,15,20.0,120,141,85.1,9,27,33.3,41,127,2,0,2,2,5,3,0
109,Maximilian Eggestein,de GER,MID,Werder Bremen,22,1996,20.7,0,0,0,34,10,0,29.4,1.64,0.48,0.00,0.00,2.0,2.0,0.06,-2.0,-2.0,2,1.7,+0.3,24,762,991,76.9,16,63,25.4,594,717,82.8,152,211,72.0,153,728,18,1,0,49,85,23,3
110,Kingsley Ehizibue,nl NED,DEF,Köln,24,1995,17.2,1,0,0,10,4,0,40.0,0.58,0.23,0.10,0.25,0.8,0.8,0.08,+0.2,+0.2,1,0.8,+0.2,13,569,754,75.5,9,32,28.1,420,498,84.3,140,224,62.5,47,523,11,1,0,136,28,8,0
111,Nico Elvedi,ch SUI,DEF,M'gladbach,22,1996,18.7,1,0,0,6,1,0,16.7,0.32,0.05,0.17,1.00,0.6,0.6,0.10,+0.4,+0.4,0,0.0,0.0,0,1002,1095,91.5,11,22,50.0,657,713,92.1,334,360,92.8,317,680,39,0,0,2,28,0,0
112,Breel Embolo,ch SUI,FWD,M'gladbach,22,1997,11.5,6,0,1,27,12,0,44.4,2.36,1.05,0.22,0.50,4.8,4.0,0.15,+1.2,+2.0,3,2.8,+0.2,11,182,253,71.9,9,28,32.1,155,193,80.3,18,32,56.3,22,195,1,0,0,1,10,4,1
113,Alexander Esswein,de GER,FWD,Hertha BSC,29,1990,0.5,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.6,-0.6,1,8,10,80.0,0,0,0,7,8,87.5,1,2,50.0,2,5,0,0,0,0,2,0,0
114,Simon Falette,gn GUI,DEF,Eint Frankfurt,27,1992,1.0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,46,57,80.7,1,2,50.0,23,25,92.0,22,30,73.3,49,6,4,0,0,0,5,0,0
115,Ohis Felix Uduokhai,de GER,DEF,Augsburg,21,1997,14.4,0,0,0,5,0,0,0.0,0.35,0.00,0.00,0,0.2,0.2,0.04,-0.2,-0.2,0,0.4,-0.4,1,432,522,82.8,4,12,33.3,263,301,87.4,165,209,78.9,333,116,17,1,0,0,17,0,0
116,Edimilson Fernandes,ch SUI,MID,Mainz 05,23,1996,13.1,0,0,0,18,1,0,5.6,1.37,0.08,0.00,0.00,0.5,0.5,0.03,-0.5,-0.5,0,0.5,-0.5,5,461,548,84.1,7,12,58.3,325,368,88.3,129,168,76.8,48,467,10,0,1,0,44,3,1
117,Gelson Fernandes,ch SUI,MID,Eint Frankfurt,32,1986,7.5,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,185,226,81.9,3,8,37.5,146,172,84.9,36,46,78.3,27,180,1,0,0,0,10,1,1
118,Oliver Fink,de GER,MID,Düsseldorf,37,1982,7.4,0,0,0,10,0,0,0.0,1.35,0.00,0.00,0,0.8,0.8,0.08,-0.8,-0.8,1,0.3,+0.7,9,158,262,60.3,8,24,33.3,127,183,69.4,23,55,41.8,76,118,2,1,0,1,20,7,2
119,Alfreð Finnbogason,is ISL,FWD,Augsburg,30,1989,8.3,2,1,1,16,6,0,37.5,1.92,0.72,0.06,0.17,4.4,3.6,0.23,-2.4,-2.6,1,1.6,-0.6,15,121,203,59.6,11,25,44.0,97,146,66.4,13,32,40.6,32,126,0,2,0,5,6,6,0
120,Mark Flekken,nl NED,GK,Freiburg,26,1993,9.0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,261,384,68.0,0,1,0.0,114,115,99.1,147,268,54.9,78,253,20,0,0,0,8,0,0
121,Emil Forsberg,se SWE,MID,RB Leipzig,27,1991,8.8,5,2,2,16,6,2,37.5,1.82,0.68,0.19,0.50,3.2,1.7,0.10,+1.8,+1.3,2,2.2,-0.2,21,307,386,79.5,11,28,39.3,247,283,87.3,49,75,65.3,43,323,5,3,15,2,26,6,1
122,Raphael Framberger,de GER,DEF,Augsburg,23,1995,5.5,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,129,205,62.9,2,12,16.7,106,145,73.1,21,48,43.8,9,134,2,0,0,56,14,1,1
123,Mike Frantz,de GER,MID,Freiburg,32,1986,2.9,0,0,0,3,0,0,0.0,1.05,0.00,0.00,0,0.2,0.2,0.08,-0.2,-0.2,1,0.6,+0.4,6,63,88,71.6,2,3,66.7,47,58,81.0,14,27,51.9,9,62,3,0,0,5,6,1,1
124,Marco Friedl,at AUT,DEF,Werder Bremen,21,1998,16.2,1,0,0,8,2,0,25.0,0.49,0.12,0.13,0.50,1.0,1.0,0.13,0.0,0.0,1,0.7,+0.3,11,639,794,80.5,6,26,23.1,492,554,88.8,141,214,65.9,480,159,23,2,0,128,42,13,5
125,Marvin Friedrich,de GER,DEF,Union Berlin,23,1995,21.0,0,0,0,18,2,0,11.1,0.86,0.10,0.00,0.00,1.1,1.1,0.06,-1.1,-1.1,0,0.5,-0.5,2,582,754,77.2,3,14,21.4,346,390,88.7,233,350,66.6,92,589,30,1,0,1,63,3,1
126,Samúel Friðjónsson,is ISL,MID,Paderborn 07,23,1996,0.1,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,2,3,66.7,0,0,0,1,1,100.0,1,2,50.0,1,1,0,0,0,0,0,0,0
127,Niclas Füllkrug,de GER,FWD,Werder Bremen,26,1993,3.2,2,0,0,15,6,0,40.0,4.62,1.85,0.13,0.33,1.6,1.6,0.11,+0.4,+0.4,1,0.9,+0.1,4,60,81,74.1,2,6,33.3,51,63,81.0,7,12,58.3,14,46,0,1,0,1,2,6,1
128,Mijat Gaćinović,rs SRB,MID,Eint Frankfurt,24,1995,7.6,0,0,0,15,3,2,20.0,1.98,0.40,0.00,0.00,1.0,1.0,0.07,-1.0,-1.0,1,0.9,+0.1,10,171,238,71.8,8,26,30.8,124,158,78.5,39,54,72.2,46,165,2,1,0,10,23,1,0
129,Theodor Gebre Selassie,cz CZE,DEF,Werder Bremen,32,1986,16.5,1,0,0,4,2,0,50.0,0.24,0.12,0.25,0.50,0.6,0.6,0.14,+0.4,+0.4,0,0.6,-0.6,7,719,833,86.3,10,22,45.5,561,624,89.9,148,187,79.1,46,624,15,0,0,112,54,7,0
130,Dennis Geiger,de GER,MID,Hoffenheim,21,1998,10.4,0,0,0,11,1,1,9.1,1.06,0.10,0.00,0.00,1.1,1.1,0.10,-1.1,-1.1,3,1.8,+1.2,24,408,489,83.4,7,17,41.2,300,334,89.8,101,138,73.2,39,426,20,1,33,4,30,8,1
131,Christian Gentner,de GER,MID,Union Berlin,33,1985,19.6,1,0,0,27,8,0,29.6,1.38,0.41,0.04,0.13,2.0,2.0,0.07,-1.0,-1.0,1,1.4,-0.4,17,561,761,73.7,12,44,27.3,450,554,81.2,99,163,60.7,110,544,16,0,1,3,79,18,5
132,Yannick Gerhardt,de GER,MID,Wolfsburg,25,1994,5.7,1,0,0,6,1,0,16.7,1.06,0.18,0.17,1.00,1.3,1.3,0.22,-0.3,-0.3,0,0.1,-0.1,3,192,248,77.4,5,11,45.5,154,186,82.8,33,51,64.7,181,43,2,0,2,4,19,2,0
133,Niko Gießelmann,de GER,DEF,Düsseldorf,27,1991,15.8,1,0,0,10,1,2,10.0,0.63,0.06,0.10,1.00,0.4,0.4,0.04,+0.6,+0.6,1,1.4,-0.4,20,519,724,71.7,2,21,9.5,351,426,82.4,166,277,59.9,504,45,39,1,20,128,44,25,12
134,Rafał Gikiewicz,pl POL,GK,Union Berlin,31,1987,23.0,0,0,0,2,1,0,50.0,0.09,0.04,0.00,0.00,0.2,0.2,0.12,-0.2,-0.2,0,0.3,-0.3,2,624,953,65.5,1,2,50.0,182,187,97.3,441,764,57.7,104,686,109,0,0,0,49,1,0
135,Daniel Ginczek,de GER,FWD,Wolfsburg,28,1991,3.0,2,0,0,7,4,0,57.1,2.34,1.34,0.29,0.50,0.9,0.9,0.12,+1.1,+1.1,1,1.3,-0.3,5,40,70,57.1,2,5,40.0,31,52,59.6,7,13,53.8,5,53,0,0,0,1,4,0,0
136,Matthias Ginter,de GER,DEF,M'gladbach,25,1994,18.9,1,0,0,15,7,0,46.7,0.79,0.37,0.07,0.14,1.8,1.8,0.12,-0.8,-0.8,0,0.4,-0.4,2,1008,1185,85.1,5,12,41.7,659,707,93.2,344,466,73.8,155,951,34,3,0,5,73,7,0
137,Klaus Gjasula,al ALB,MID,Paderborn 07,29,1989,18.9,2,0,1,11,4,0,36.4,0.58,0.21,0.18,0.50,1.9,1.1,0.10,+0.1,+0.9,1,1.0,0.0,21,627,812,77.2,5,28,17.9,429,519,82.7,193,265,72.8,244,510,12,1,0,1,77,4,0
138,Serge Gnabry,de GER,FWD,Bayern Munich,24,1995,16.0,10,0,0,66,28,0,42.4,4.13,1.75,0.15,0.36,8.6,8.6,0.13,+1.4,+1.4,8,6.5,+1.5,28,603,771,78.2,3,36,8.3,530,624,84.9,70,111,63.1,172,549,3,4,1,27,26,26,4
139,Akaki Gogia,de GER,MID,Union Berlin,27,1992,1.3,0,0,0,1,0,0,0.0,0.74,0.00,0.00,0,0.0,0.0,0.02,0.0,0.0,0,0.3,-0.3,3,28,43,65.1,0,4,0.0,23,30,76.7,5,9,55.6,13,24,2,0,0,3,0,1,1
140,Benjamin Goller,de GER,FWD,Werder Bremen,20,1999,3.1,0,0,0,2,0,0,0.0,0.64,0.00,0.00,0,0.2,0.2,0.08,-0.2,-0.2,0,0.1,-0.1,2,58,87,66.7,3,11,27.3,52,65,80.0,3,11,27.3,6,72,0,0,0,2,3,0,0
141,Jérôme Gondorf,de GER,MID,Freiburg,31,1988,1.4,0,0,0,2,1,0,50.0,1.48,0.74,0.00,0.00,0.1,0.1,0.03,-0.1,-0.1,0,0.0,0.0,1,30,39,76.9,0,0,0,24,31,77.4,6,8,75.0,12,21,2,0,0,0,2,3,0
142,Leon Goretzka,de GER,MID,Bayern Munich,24,1995,7.7,1,0,0,21,5,0,23.8,2.72,0.65,0.05,0.20,2.5,2.5,0.12,-1.5,-1.5,4,2.0,+2.0,9,337,386,87.3,6,18,33.3,272,295,92.2,59,73,80.8,20,341,2,0,0,1,35,12,0
143,Mario Götze,de GER,FWD,Dortmund,27,1992,5.6,3,1,1,7,3,0,42.9,1.25,0.54,0.29,0.67,1.6,0.8,0.12,+1.4,+1.2,0,1.5,-1.5,12,222,264,84.1,13,19,68.4,197,225,87.6,12,20,60.0,25,227,0,3,0,4,12,6,1
144,Jeffrey Gouweleeuw,nl NED,DEF,Augsburg,28,1991,12.1,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,1,0.1,+0.9,2,367,476,77.1,3,12,25.0,229,252,90.9,135,212,63.7,35,407,31,4,0,1,24,2,0
145,Michael Gregoritsch,at AUT,MID,Augsburg,25,1994,3.4,0,0,0,4,0,1,0.0,1.19,0.00,0.00,0,0.1,0.1,0.04,-0.1,-0.1,0,0.3,-0.3,6,65,97,67.0,3,5,60.0,54,70,77.1,8,22,36.4,63,21,2,0,0,0,4,3,0
146,Michael Gregoritsch,at AUT,FWD,Schalke 04,25,1994,4.5,1,0,0,14,5,1,35.7,3.13,1.12,0.07,0.20,1.7,1.7,0.12,-0.7,-0.7,1,0.6,+0.4,5,63,96,65.6,2,11,18.2,56,74,75.7,5,11,45.5,52,21,1,2,0,3,7,3,0
147,Vincenzo Grifo,it ITA,MID,Hoffenheim,26,1993,0.2,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,11,13,84.6,1,1,100.0,7,7,100.0,3,5,60.0,0,12,2,1,1,0,1,0,0
148,Vincenzo Grifo,it ITA,MID,Freiburg,26,1993,7.7,2,1,1,28,11,7,39.3,3.64,1.43,0.04,0.09,1.9,1.1,0.04,+0.1,-0.1,1,1.2,-0.2,13,245,346,70.8,11,27,40.7,181,214,84.6,53,105,50.5,33,291,16,2,25,8,14,10,3
149,Florian Grillitsch,at AUT,MID,Hoffenheim,23,1995,18.4,0,0,0,14,1,0,7.1,0.76,0.05,0.00,0.00,0.7,0.7,0.05,-0.7,-0.7,3,2.3,+0.7,16,1051,1191,88.2,14,28,50.0,723,783,92.3,314,380,82.6,115,1003,57,6,1,8,78,20,3
150,Christian Groß,de GER,DEF,Werder Bremen,30,1989,8.1,0,0,0,3,0,0,0.0,0.37,0.00,0.00,0,0.2,0.2,0.08,-0.2,-0.2,0,0.1,-0.1,1,346,387,89.4,3,6,50.0,227,246,92.3,116,135,85.9,61,308,9,0,0,1,25,0,0
151,Carlos Gruezo,ec ECU,MID,Augsburg,24,1995,1.8,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,37,48,77.1,0,1,0.0,24,26,92.3,13,21,61.9,3,42,1,0,0,0,7,0,0
152,Marko Grujić,rs SRB,MID,Hertha BSC,23,1996,18.5,3,0,0,26,11,0,42.3,1.41,0.60,0.12,0.27,3.4,3.4,0.13,-0.4,-0.4,1,0.5,+0.5,10,632,774,81.7,12,32,37.5,497,588,84.5,123,154,79.9,112,563,14,1,0,2,68,9,0
153,Raphaël Guerreiro,pt POR,DEF,Dortmund,25,1993,15.8,5,0,0,25,11,4,44.0,1.58,0.70,0.20,0.45,2.3,2.3,0.09,+2.7,+2.7,2,1.4,+0.6,15,1156,1326,87.2,33,50,66.0,983,1071,91.8,140,205,68.3,1106,59,27,1,17,115,69,23,9
154,Babacar Guèye,sn SEN,FWD,Paderborn 07,24,1994,1.2,0,0,0,2,0,0,0.0,1.65,0.00,0.00,0,0.4,0.4,0.22,-0.4,-0.4,0,0.1,-0.1,2,22,26,84.6,1,3,33.3,20,21,95.2,1,2,50.0,6,18,0,0,0,0,0,0,0
155,Josuha Guilavogui,fr FRA,MID,Wolfsburg,28,1990,21.9,0,0,0,20,6,0,30.0,0.91,0.27,0.00,0.00,1.2,1.2,0.06,-1.2,-1.2,1,1.0,0.0,10,773,944,81.9,13,27,48.1,503,590,85.3,257,327,78.6,87,739,18,1,0,3,74,11,0
156,Péter Gulácsi,hu HUN,GK,RB Leipzig,29,1990,22.0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.7,-0.7,1,652,823,79.2,7,7,100.0,370,373,99.2,275,443,62.1,88,597,44,0,0,1,4,0,0
157,Manuel Gulde,de GER,DEF,Freiburg,28,1991,10.0,0,0,0,12,0,0,0.0,1.20,0.00,0.00,0,1.1,1.1,0.09,-1.1,-1.1,0,0.1,-0.1,3,457,536,85.3,2,7,28.6,290,314,92.4,165,215,76.7,71,420,25,1,0,4,37,8,2
158,Christian Günter,de GER,DEF,Freiburg,26,1993,23.0,1,0,0,24,7,1,29.2,1.04,0.30,0.04,0.14,0.8,0.8,0.03,+0.2,+0.2,5,5.6,-0.6,53,790,1130,69.9,6,49,12.2,591,702,84.2,193,379,50.9,785,90,53,1,61,233,43,41,30
159,Jonathan de Guzmán,nl NED,MID,Eint Frankfurt,31,1987,0.1,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,16,21,76.2,2,3,66.7,11,11,100.0,3,7,42.9,2,17,1,0,0,0,1,1,0
160,Janik Haberer,de GER,MID,Freiburg,25,1994,17.4,2,0,0,13,3,0,23.1,0.75,0.17,0.15,0.67,0.9,0.9,0.07,+1.1,+1.1,2,0.8,+1.2,13,657,784,83.8,20,38,52.6,469,545,86.1,168,201,83.6,125,565,13,0,0,8,60,8,0
161,Alexander Hack,de GER,DEF,Mainz 05,25,1993,7.1,0,0,0,6,1,0,16.7,0.85,0.14,0.00,0.00,0.6,0.6,0.10,-0.6,-0.6,0,0.2,-0.2,4,210,283,74.2,4,15,26.7,135,158,85.4,71,110,64.5,222,23,11,2,0,2,21,2,0
162,André Hahn,de GER,FWD,Augsburg,28,1990,6.4,1,0,1,12,3,0,25.0,1.87,0.47,0.08,0.33,2.1,1.4,0.11,-1.1,-0.4,0,0.2,-0.2,7,81,146,55.5,4,18,22.2,63,96,65.6,14,32,43.8,21,93,0,0,1,3,5,5,3
163,Amadou Haidara,ml MLI,MID,RB Leipzig,21,1998,6.2,0,0,0,14,5,0,35.7,2.27,0.81,0.00,0.00,0.6,0.6,0.05,-0.6,-0.6,0,1.1,-1.1,7,355,403,88.1,13,22,59.1,290,320,90.6,52,61,85.2,36,333,0,2,0,3,31,7,2
164,Achraf Hakimi,ma MAR,DEF,Dortmund,20,1998,20.7,2,0,0,22,11,1,50.0,1.06,0.53,0.09,0.18,2.1,2.1,0.10,-0.1,-0.1,10,4.3,+5.7,28,1335,1597,83.6,30,80,37.5,1182,1332,88.7,123,185,66.5,172,1203,14,5,8,175,76,22,4
